"","rep_col","generation","pop_size","resist_genotypes","crop_genotypes","percentage_resistant","percentage_crop_eaters"
"1",1,1,50000,9,9,55.158,54.976
"2",1,2,28600,9,9,49.2972027972028,48.986013986014
"3",1,3,7600,9,9,33.2894736842105,33.6184210526316
"4",1,4,1400,9,9,21.2857142857143,20.8571428571429
"5",1,5,200,8,6,15.5,13.5
