time_step,                           population_size,                           mean_age,                           mean_sex,                           mean_food_consumed,                           mean_pesticide_consumed,                           mortality_rate,mean_food1_consumed,mean_food2_consumed,mean_food3_consumed,mean_pesticide1_consumed,mean_pesticide2_consumed,mean_pesticide3_consumed,trait1_mean_value,trait2_mean_value,trait3_mean_value,trait4_mean_value,mean_f
150, 1053, 3.095916, 2.505223, 3.021664, 0.552650, 0.292498,0.285542,0.399138,0.000000,0.308752,0.243898,0.000000,2.240801,2.235162,0.019909,0.175467,0.000000
151, 1084, 2.988007, 2.497232, 2.998258, 0.470432, 0.260148,0.326370,0.385795,0.000000,0.256522,0.213910,0.000000,2.189394,2.229768,0.007977,0.164171,0.000000
152, 1174, 2.939523, 2.506814, 2.962961, 0.400303, 0.274276,0.353691,0.348838,0.000000,0.223407,0.176897,0.000000,2.153675,2.247338,-0.003880,0.168679,0.000000
153, 1293, 2.856148, 2.512761, 2.891297, 0.502780, 0.287703,0.368048,0.343034,0.000000,0.265715,0.237066,0.000000,2.167559,2.245090,0.051409,0.118223,0.000000
154, 1286, 2.996890, 2.517107, 3.269520, 0.583196, 0.217729,0.410555,0.459692,0.000000,0.295293,0.287903,0.000000,2.165919,2.207029,0.036573,0.116666,0.000000
155, 1310, 3.136641, 2.506107, 3.364058, 0.687778, 0.212977,0.323864,0.391855,0.000000,0.333537,0.354241,0.000000,2.107794,2.220672,0.032485,0.102643,0.000000
156, 1344, 3.254464, 2.501488, 3.319455, 0.708819, 0.247024,0.259713,0.335196,0.000000,0.337838,0.370981,0.000000,2.051980,2.227487,0.017015,0.098111,0.000000
157, 1333, 3.308327, 2.507877, 3.308939, 0.745349, 0.252813,0.269742,0.331504,0.000000,0.343568,0.401781,0.000000,2.014245,2.210938,-0.010112,0.102966,0.000000
158, 1305, 3.380077, 2.508812, 3.299215, 0.740440, 0.278927,0.275242,0.299906,0.000000,0.339880,0.400560,0.000000,2.016102,2.198875,-0.001592,0.090234,0.000000
159, 1296, 3.299383, 2.510802, 3.141775, 0.633543, 0.327932,0.282504,0.298517,0.000000,0.283919,0.349624,0.000000,1.954239,2.186947,-0.033283,0.091682,0.000000
160, 1247, 3.103448, 2.506816, 3.131101, 0.516918, 0.293504,0.349672,0.343555,0.000000,0.233579,0.283340,0.000000,1.879783,2.154203,-0.037334,0.051817,0.000000
161, 1281, 3.002342, 2.513661, 3.164458, 0.434497, 0.281030,0.344953,0.408976,0.000000,0.197661,0.236836,0.000000,1.880074,2.144918,-0.039336,0.050098,0.000000
162, 1366, 2.908492, 2.509517, 2.955737, 0.476683, 0.307467,0.292173,0.274195,0.000000,0.227354,0.249329,0.000000,1.932424,2.086990,-0.039863,0.048126,0.000000
163, 1294, 3.077280, 2.517002, 3.032225, 0.528872, 0.279753,0.289414,0.282641,0.000000,0.255584,0.273288,0.000000,1.972326,2.102827,-0.027263,0.058378,0.000000
164, 1253, 3.272147, 2.506784, 2.956891, 0.559356, 0.305666,0.222060,0.244470,0.000000,0.273142,0.286213,0.000000,1.986886,2.132278,-0.012817,0.062055,0.000000
165, 1172, 3.397611, 2.499147, 2.936385, 0.601908, 0.287543,0.240361,0.256905,0.000000,0.295512,0.306396,0.000000,2.056879,2.171794,0.017458,0.076705,0.000000
166, 1112, 3.420863, 2.486511, 2.849683, 0.652992, 0.335432,0.275925,0.286837,0.000000,0.321491,0.331502,0.000000,2.110684,2.225366,0.043647,0.094620,0.000000
167, 1023, 3.300098, 2.478006, 2.897523, 0.645394, 0.329423,0.251808,0.333446,0.000000,0.322400,0.322994,0.000000,2.208277,2.277562,0.105239,0.094490,0.000000
168, 1015, 3.016749, 2.490640, 2.907688, 0.532324, 0.289655,0.364800,0.360782,0.000000,0.263375,0.268949,0.000000,2.207053,2.233160,0.098689,0.082198,0.000000
169, 1041, 2.975024, 2.461095, 3.009891, 0.462063, 0.272815,0.350089,0.395686,0.000000,0.238056,0.224006,0.000000,2.178272,2.277920,0.110953,0.076641,0.000000
170, 1147, 2.918047, 2.479512, 2.976862, 0.395678, 0.311247,0.288718,0.412732,0.000000,0.199408,0.196270,0.000000,2.164993,2.288054,0.120105,0.066238,0.000000
171, 1216, 2.795230, 2.472039, 3.002004, 0.519670, 0.282895,0.377504,0.356281,0.000000,0.270223,0.249446,0.000000,2.121612,2.337806,0.158681,0.030490,0.000000
172, 1231, 2.957758, 2.475223, 3.292683, 0.612741, 0.207149,0.437943,0.390740,0.000000,0.312166,0.300575,0.000000,2.174277,2.297016,0.144682,0.049181,0.000000
173, 1275, 3.139608, 2.481569, 3.381695, 0.719626, 0.239216,0.354140,0.371461,0.000000,0.362320,0.357306,0.000000,2.144121,2.325360,0.139242,0.053990,0.000000
174, 1260, 3.230159, 2.501587, 3.400077, 0.776733, 0.234127,0.313475,0.340427,0.000000,0.381997,0.394736,0.000000,2.113816,2.319901,0.113508,0.065059,0.000000
175, 1240, 3.385484, 2.499194, 3.407654, 0.821465, 0.261290,0.255448,0.336811,0.000000,0.413410,0.408055,0.000000,2.070309,2.352508,0.118440,0.055821,0.000000
176, 1160, 3.542241, 2.515517, 3.419203, 0.838402, 0.295690,0.222270,0.293130,0.000000,0.423064,0.415338,0.000000,2.077319,2.326798,0.093618,0.072884,0.000000
177, 1093, 3.462946, 2.529735, 3.389155, 0.723110, 0.330284,0.285213,0.283695,0.000000,0.366472,0.356638,0.000000,2.077096,2.317916,0.081997,0.080751,0.000000
178, 1021, 3.238981, 2.512243, 3.361784, 0.596676, 0.300686,0.330302,0.328510,0.000000,0.309467,0.287209,0.000000,2.065572,2.280715,0.060947,0.081735,0.000000
179, 1012, 3.117589, 2.509881, 3.291677, 0.502926, 0.306324,0.335692,0.373060,0.000000,0.260970,0.241956,0.000000,2.089195,2.234325,0.052034,0.081167,0.000000
180, 1050, 2.923810, 2.507619, 3.067645, 0.536290, 0.297143,0.354604,0.268183,0.000000,0.266479,0.269811,0.000000,2.055413,2.236798,0.046107,0.074320,0.000000
181, 993, 3.077543, 2.516616, 3.207820, 0.608939, 0.248741,0.347060,0.316022,0.000000,0.286467,0.322472,0.000000,2.161122,2.239957,0.036032,0.128866,0.000000
182, 997, 3.223671, 2.508526, 3.144835, 0.674831, 0.272818,0.282484,0.259510,0.000000,0.327817,0.347014,0.000000,2.213424,2.275080,0.108203,0.092630,0.000000
183, 966, 3.329193, 2.488613, 3.034202, 0.715372, 0.302277,0.265720,0.226030,0.000000,0.347193,0.368178,0.000000,2.199011,2.315182,0.114198,0.097286,0.000000
184, 875, 3.484571, 2.507429, 3.025839, 0.783125, 0.293714,0.286537,0.218420,0.000000,0.381625,0.401500,0.000000,2.268470,2.278369,0.150329,0.074394,0.000000
185, 835, 3.420359, 2.505389, 2.959038, 0.747611, 0.334132,0.362588,0.207644,0.000000,0.369445,0.378166,0.000000,2.290386,2.258775,0.220596,0.005052,0.000000
186, 817, 3.104039, 2.511628, 2.835403, 0.617192, 0.334149,0.420896,0.194849,0.000000,0.307059,0.310132,0.000000,2.346147,2.195107,0.225735,-0.003546,0.000000
187, 801, 3.021223, 2.489388, 2.932526, 0.520738, 0.303371,0.482584,0.231968,0.000000,0.237322,0.283417,0.000000,2.384791,2.142990,0.278530,-0.062019,0.000000
188, 874, 2.808924, 2.487414, 2.894165, 0.422053, 0.286041,0.450459,0.297235,0.000000,0.175827,0.246226,0.000000,2.364562,2.144099,0.269834,-0.061125,0.000000
189, 956, 2.784519, 2.503138, 2.929102, 0.517473, 0.273013,0.472268,0.290109,0.000000,0.268144,0.249329,0.000000,2.420938,2.100423,0.287054,-0.073298,0.000000
190, 994, 2.908451, 2.501006, 3.156241, 0.581588, 0.236419,0.529365,0.287051,0.000000,0.319499,0.262089,0.000000,2.387530,2.114501,0.260015,-0.054160,0.000000
191, 1018, 3.044204, 2.499018, 3.342311, 0.686061, 0.229862,0.459973,0.305826,0.000000,0.395307,0.290754,0.000000,2.393991,2.080183,0.263809,-0.069468,0.000000
192, 1055, 3.144076, 2.497630, 3.386787, 0.750241, 0.219905,0.441222,0.279256,0.000000,0.453208,0.297032,0.000000,2.415886,2.037009,0.256508,-0.071039,0.000000
193, 1085, 3.265438, 2.486636, 3.417215, 0.798647, 0.249770,0.383350,0.306851,0.000000,0.499697,0.298950,0.000000,2.360850,2.040054,0.232334,-0.068118,0.000000
194, 1088, 3.277574, 2.507353, 3.366505, 0.773692, 0.284926,0.332550,0.259816,0.000000,0.486409,0.287282,0.000000,2.337046,2.046434,0.188766,-0.031732,0.000000
195, 1080, 3.239815, 2.482407, 3.297167, 0.674464, 0.306481,0.345709,0.271749,0.000000,0.416924,0.257540,0.000000,2.291338,2.101439,0.146326,0.014687,0.000000
196, 1098, 3.046448, 2.487250, 3.230355, 0.565551, 0.271403,0.397415,0.347592,0.000000,0.343153,0.222398,0.000000,2.231330,2.129215,0.108464,0.039448,0.000000
197, 1178, 2.954160, 2.498302, 3.151919, 0.471419, 0.286927,0.403950,0.353968,0.000000,0.280344,0.191075,0.000000,2.178089,2.171140,0.069415,0.073977,0.000000
198, 1275, 2.829804, 2.504314, 3.021052, 0.537421, 0.276863,0.266896,0.437693,0.000000,0.278995,0.258425,0.000000,2.138295,2.241949,0.068027,0.088307,0.000000
199, 1275, 2.949804, 2.501961, 3.100162, 0.619920, 0.244706,0.253974,0.422687,0.000000,0.286720,0.333200,0.000000,2.189653,2.262895,0.045247,0.140687,0.000000
200, 1288, 3.170031, 2.489907, 3.100340, 0.693176, 0.250000,0.210141,0.373483,0.000000,0.294388,0.398787,0.000000,2.197103,2.332525,0.063038,0.154678,0.000000
201, 1291, 3.298993, 2.482572, 3.059129, 0.746256, 0.272657,0.219079,0.349383,0.000000,0.298006,0.448249,0.000000,2.253990,2.336970,0.061219,0.181566,0.000000
202, 1236, 3.383495, 2.494337, 3.070759, 0.786834, 0.271845,0.237294,0.373847,0.000000,0.298125,0.488710,0.000000,2.306055,2.391394,0.070532,0.215991,0.000000
203, 1222, 3.317512, 2.487725, 2.960828, 0.751162, 0.326514,0.219245,0.348552,0.000000,0.272949,0.478213,0.000000,2.356429,2.383172,0.079529,0.224205,0.000000
204, 1158, 3.150259, 2.507772, 3.016314, 0.629269, 0.278066,0.254617,0.406906,0.000000,0.227041,0.402228,0.000000,2.271256,2.386894,0.100576,0.169936,0.000000
205, 1198, 3.047579, 2.510017, 3.037514, 0.530309, 0.256260,0.308538,0.427772,0.000000,0.199410,0.330899,0.000000,2.257165,2.353009,0.135741,0.115081,0.000000
206, 1312, 2.935976, 2.503811, 2.975769, 0.424421, 0.278963,0.317051,0.413321,0.000000,0.166004,0.258417,0.000000,2.241451,2.349261,0.145052,0.097833,0.000000
207, 1432, 2.839385, 2.528631, 2.914451, 0.541301, 0.287011,0.336968,0.377806,0.000000,0.243688,0.297612,0.000000,2.199232,2.350472,0.129087,0.097033,0.000000
208, 1389, 3.035277, 2.532037, 3.290478, 0.614587, 0.206623,0.370651,0.434094,0.000000,0.289417,0.325171,0.000000,2.201719,2.345896,0.139292,0.085978,0.000000
209, 1440, 3.162500, 2.534028, 3.302831, 0.705293, 0.227083,0.307978,0.355384,0.000000,0.351712,0.353581,0.000000,2.202177,2.331943,0.129902,0.089781,0.000000
210, 1427, 3.317449, 2.520673, 3.336059, 0.759517, 0.241065,0.271044,0.333085,0.000000,0.386170,0.373347,0.000000,2.200471,2.311273,0.125701,0.084758,0.000000
211, 1393, 3.382627, 2.531228, 3.264769, 0.808455, 0.264896,0.234661,0.303953,0.000000,0.415573,0.392882,0.000000,2.171863,2.304503,0.068654,0.127275,0.000000
212, 1306, 3.493109, 2.532159, 3.294349, 0.790449, 0.280245,0.254143,0.284692,0.000000,0.401810,0.388639,0.000000,2.112152,2.311401,0.054977,0.119382,0.000000
213, 1284, 3.337227, 2.527259, 3.138456, 0.663266, 0.330997,0.269491,0.313706,0.000000,0.339225,0.324040,0.000000,2.078825,2.268009,0.012943,0.129858,0.000000
214, 1214, 3.175453, 2.506590, 3.150007, 0.545604, 0.311367,0.288570,0.373720,0.000000,0.268740,0.276864,0.000000,2.035940,2.277602,-0.026049,0.155241,0.000000
215, 1229, 3.028478, 2.510171, 3.084565, 0.438860, 0.304312,0.290599,0.397821,0.000000,0.218298,0.220562,0.000000,1.997052,2.261297,-0.084364,0.190873,0.000000
216, 1290, 2.885271, 2.511628, 2.968184, 0.489233, 0.304651,0.387634,0.251593,0.000000,0.199887,0.289346,0.000000,1.973480,2.275106,-0.101345,0.203883,0.000000
217, 1254, 3.034290, 2.486443, 3.096238, 0.570092, 0.275917,0.390715,0.265566,0.000000,0.220947,0.349145,0.000000,2.057335,2.248549,-0.109606,0.235437,0.000000
218, 1269, 3.095351, 2.497242, 3.047025, 0.615152, 0.290780,0.330531,0.257070,0.000000,0.231421,0.383732,0.000000,2.083885,2.321165,-0.057687,0.224371,0.000000
219, 1220, 3.255738, 2.477049, 3.058169, 0.658219, 0.280328,0.323079,0.264014,0.000000,0.251339,0.406880,0.000000,2.083507,2.342798,-0.040179,0.215660,0.000000
220, 1210, 3.280165, 2.485124, 2.993576, 0.667591, 0.305785,0.317150,0.279735,0.000000,0.251405,0.416185,0.000000,2.173663,2.317428,0.009528,0.192377,0.000000
221, 1139, 3.291484, 2.479368, 3.035423, 0.642013, 0.309043,0.298750,0.298743,0.000000,0.243675,0.398338,0.000000,2.193885,2.331748,0.065304,0.150846,0.000000
222, 1130, 3.110619, 2.490265, 3.057087, 0.525429, 0.290265,0.377635,0.340027,0.000000,0.213931,0.311498,0.000000,2.215908,2.320096,0.114486,0.105914,0.000000
223, 1163, 2.993981, 2.484093, 3.112259, 0.442830, 0.266552,0.440554,0.326081,0.000000,0.190956,0.251874,0.000000,2.180529,2.295221,0.120693,0.074964,0.000000
224, 1269, 2.901497, 2.485422, 3.029105, 0.385950, 0.276596,0.413010,0.307319,0.000000,0.154363,0.231587,0.000000,2.194110,2.297948,0.137925,0.064447,0.000000
225, 1403, 2.824661, 2.495367, 2.954444, 0.511305, 0.287954,0.423656,0.301750,0.000000,0.245312,0.265994,0.000000,2.160929,2.345722,0.125303,0.083207,0.000000
226, 1378, 3.016691, 2.505080, 3.259708, 0.616291, 0.219158,0.436820,0.339883,0.000000,0.328528,0.287763,0.000000,2.225260,2.292579,0.146995,0.065912,0.000000
227, 1434, 3.155509, 2.498605, 3.308869, 0.710698, 0.252441,0.389934,0.314420,0.000000,0.391167,0.319531,0.000000,2.229802,2.253818,0.147324,0.051436,0.000000
228, 1384, 3.280347, 2.494942, 3.392870, 0.803400, 0.240607,0.368486,0.272749,0.000000,0.462297,0.341103,0.000000,2.213783,2.259973,0.168408,0.026374,0.000000
229, 1343, 3.393150, 2.498138, 3.439350, 0.861949, 0.261355,0.319954,0.254967,0.000000,0.509673,0.352276,0.000000,2.239333,2.269231,0.161631,0.047390,0.000000
230, 1284, 3.471184, 2.485981, 3.379925, 0.841526, 0.303738,0.283772,0.236876,0.000000,0.503355,0.338171,0.000000,2.222718,2.246773,0.122092,0.070815,0.000000
231, 1236, 3.333333, 2.485437, 3.227718, 0.723032, 0.330906,0.298003,0.254372,0.000000,0.424747,0.298284,0.000000,2.201954,2.179370,0.071985,0.084571,0.000000
232, 1165, 3.235193, 2.487554, 3.286907, 0.610483, 0.314163,0.361672,0.326208,0.000000,0.355042,0.255441,0.000000,2.266893,2.095175,0.026611,0.121697,0.000000
233, 1182, 3.024535, 2.487310, 3.117172, 0.491337, 0.332487,0.340408,0.307499,0.000000,0.273551,0.217786,0.000000,2.234001,2.073249,-0.045466,0.171189,0.000000
234, 1182, 2.923858, 2.485618, 2.980769, 0.523375, 0.302030,0.242847,0.307618,0.000000,0.262438,0.260936,0.000000,2.176358,2.066168,-0.046149,0.145404,0.000000
235, 1167, 3.008569, 2.502142, 2.998827, 0.567050, 0.271637,0.280868,0.349295,0.000000,0.266315,0.300735,0.000000,2.200082,2.103230,-0.029406,0.153647,0.000000
236, 1133, 3.213592, 2.488967, 3.087402, 0.629974, 0.273610,0.274858,0.329367,0.000000,0.287794,0.342181,0.000000,2.263051,2.133701,-0.007812,0.170372,0.000000
237, 1104, 3.294384, 2.488225, 2.985119, 0.676358, 0.293478,0.227671,0.289414,0.000000,0.305425,0.370933,0.000000,2.260340,2.221100,0.020725,0.176809,0.000000
238, 1042, 3.366603, 2.499040, 2.987584, 0.726859, 0.289827,0.247096,0.336349,0.000000,0.319978,0.406881,0.000000,2.286182,2.197877,0.050629,0.147905,0.000000
239, 975, 3.405128, 2.481026, 3.013619, 0.732448, 0.299487,0.234535,0.350989,0.000000,0.300079,0.432369,0.000000,2.333307,2.289590,0.071520,0.184106,0.000000
