"V3","V4","V102","V103","V104","V105"
107,61,3.127479,4.038261,2.150256,-0.846331
52,2,3.589216,4.735657,-1.942955,3.71784
52,2,3.674487,2.641954,-0.141068,1.089339
101,60,4.067243,2.697425,2.195036,-1.060487
101,60,2.422918,2.172217,1.500033,-1.254478
72,125,3.465198,4.469718,3.058373,-1.436653
33,67,2.817811,4.538066,-1.846583,3.224581
33,67,3.725411,4.372346,-2.404234,4.083325
33,67,3.425639,5.454842,-1.602322,3.607086
45,15,3.729295,2.957368,-0.768632,1.869383
45,15,3.001242,1.682618,-0.646164,0.923324
45,15,3.883286,4.402322,-1.100272,2.858934
62,67,3.33789,5.409792,-1.068626,3.020035
62,67,3.174593,4.766489,-2.042716,3.660682
62,67,3.33789,5.409792,-1.068626,3.020035
117,63,1.649947,1.374798,0.758364,-1.158467
105,92,1.584014,2.973365,2.282817,-2.048344
105,92,5.549393,1.502235,1.584549,-0.337362
120,30,1.958818,2.601634,2.513932,-2.27996
120,30,1.861964,3.668711,1.631898,-0.998237
35,79,2.38028,5.426172,-0.412925,1.980382
35,79,3.553412,1.540453,0.652113,-0.206128
4,90,1.692959,3.833708,-0.970619,1.60098
4,90,2.312454,3.845876,-0.862077,1.750337
126,40,4.366941,3.405096,2.616354,-1.066551
126,40,4.847245,3.179026,2.702881,-1.050045
90,47,4.436676,2.693625,2.410512,-1.125918
90,47,3.165746,3.026839,2.322386,-1.419865
94,50,3.916037,2.77201,2.432711,-1.328625
73,114,2.678195,3.99775,2.393373,-1.288549
73,114,3.184651,3.47937,3.199847,-2.100889
71,121,3.207183,4.556404,3.436194,-1.883619
33,81,2.924324,4.778272,-2.262651,3.783974
32,78,3.782841,5.449856,-0.743609,2.894065
118,83,3.388914,2.230478,0.664163,-0.001129
118,83,3.913995,3.169767,2.446762,-1.179315
61,65,1.601399,4.505609,-0.309186,1.178721
96,88,4.378301,2.897585,1.725383,-0.38224
18,16,3.035854,2.899888,-1.079801,1.872726
18,16,2.751612,3.097948,-0.552161,1.311579
18,16,2.684902,1.052533,-0.907631,0.795265
25,22,3.669862,3.308125,-1.188374,2.408735
115,74,5.19061,2.839939,2.008801,-0.356047
107,59,3.008944,4.645591,1.744502,-0.238741
92,53,4.003363,3.025059,2.766822,-1.522508
92,53,3.362975,3.608933,2.251406,-1.027861
77,124,2.034695,3.326164,2.646267,-2.081102
122,51,3.706434,3.442257,1.756589,-0.463202
122,51,4.441651,3.274814,1.712415,-0.186686
122,51,3.17882,2.663685,1.127358,-0.371544
63,126,2.607742,3.895987,3.016006,-1.98219
94,51,2.507105,2.925424,2.178596,-1.586947
94,51,3.999238,3.305582,2.664865,-1.305791
103,53,2.747451,3.581306,1.177809,-0.219276
112,65,3.602236,2.346609,1.507921,-0.708964
104,55,3.080694,3.620162,2.377208,-1.264885
40,13,3.710426,3.748702,-2.714863,4.131441
40,13,3.840668,3.859296,-1.309177,2.825283
96,68,3.278829,3.322224,2.32057,-1.249499
96,68,4.314437,4.156272,2.850286,-1.011919
96,68,3.64953,3.230673,2.156233,-0.971882
13,3,4.122371,4.29483,-0.652876,2.464994
13,3,2.210455,4.021734,-1.218471,2.136388
48,81,4.595151,3.520074,-1.696635,3.381431
50,20,4.630715,5.303425,-1.049013,3.484122
50,20,4.803718,3.369849,-1.945965,3.654326
112,18,3.551735,3.023392,1.638584,-0.581059
112,18,3.893008,2.806981,2.400253,-1.290496
111,63,2.244613,3.729788,1.081799,-0.266998
111,63,4.100072,2.342515,1.727211,-0.72583
69,51,2.252482,3.55385,-1.372604,2.114589
90,73,1.379138,4.313048,1.857205,-1.155196
53,75,4.482487,3.995574,-0.367264,2.203365
92,54,3.443097,2.546989,1.491319,-0.674771
92,54,3.999693,2.698415,2.575435,-1.466896
104,36,5.26032,3.295861,2.352165,-0.48253
104,36,4.256273,3.930011,2.551562,-0.830944
29,20,3.128983,4.107132,-1.754784,3.082033
92,57,2.748302,3.772435,2.361124,-1.322046
73,124,3.14095,2.232304,2.264252,-1.698702
110,72,2.721024,2.764597,2.121645,-1.509116
110,72,3.696556,2.031399,1.271846,-0.564942
70,126,2.614807,4.188889,1.209412,-0.05361
124,31,3.682883,3.716037,1.444557,-0.04724
124,31,2.270533,3.095717,2.842617,-2.277159
61,126,3.407239,3.095979,2.656341,-1.625219
108,54,2.185101,4.912319,2.626441,-1.346185
108,54,4.726399,2.689325,2.016522,-0.615327
93,59,2.514584,3.268764,1.378568,-0.643821
111,74,2.289452,3.823835,0.714548,0.156741
33,6,4.6406,1.769987,-1.341077,2.324107
123,51,3.081312,4.563412,2.204659,-0.702632
120,56,3.533797,2.018983,1.105397,-0.468716
63,124,3.046632,3.995703,1.115689,0.136703
100,24,4.967891,1.917907,2.83784,-1.655844
27,77,3.86267,3.97822,-0.49576,2.07186
27,77,3.011843,4.113416,-1.242462,2.525436
27,77,3.419837,1.90587,0.393801,0.147839
118,31,4.967831,3.759193,2.667768,-0.726256
85,11,3.658434,1.059535,0.975646,-0.684549
82,2,2.144107,3.42692,0.999427,-0.350194
40,68,1.568994,5.242004,-1.473767,2.632873
40,68,4.543988,5.149109,-1.12355,3.460858
46,77,3.201202,3.508321,0.209164,0.903458
46,77,2.833039,4.377148,-1.747805,3.066461
107,37,3.522037,4.533264,2.365018,-0.695054
107,37,2.789499,6.612506,1.65336,0.573733
105,16,2.895593,1.84625,0.64072,-0.338049
112,46,3.962966,3.012386,2.030297,-0.808713
119,42,3.061361,4.689224,2.593352,-1.047457
119,42,1.72938,5.017324,1.525282,-0.390077
80,122,2.909911,3.920793,3.28224,-2.11332
80,127,2.379383,3.140038,2.903028,-2.273253
80,127,3.481562,3.10126,2.525142,-1.461408
121,67,4.381279,2.902345,2.605432,-1.256792
121,67,2.945565,2.94019,1.508606,-0.731554
104,47,2.511759,3.229375,1.742295,-1.024395
104,47,3.32338,3.627374,1.85606,-0.642388
106,22,2.419539,3.827951,2.646555,-1.718696
106,22,3.398628,4.528258,3.622286,-2.003301
106,22,0.436063,3.923554,2.553423,-2.396084
100,19,3.741518,4.115802,3.59529,-2.006167
51,9,2.876016,2.694068,-0.843571,1.487595
51,9,3.516576,1.374323,-1.288641,1.649558
41,30,4.189767,3.841153,-1.274592,2.926914
91,62,3.278133,3.505012,2.203942,-1.058231
91,62,3.599676,2.842199,2.00643,-1.003321
46,72,6.316255,3.338729,-1.035349,3.349945
46,72,2.862713,5.670299,-1.421582,3.286422
94,44,2.725671,4.010235,2.450829,-1.32258
94,44,3.65427,4.239037,3.133037,-1.529513
81,2,3.212033,4.124503,3.46869,-2.092282
81,2,3.694163,2.175378,1.770893,-1.00395
115,22,2.40099,3.111496,2.407099,-1.781969
115,22,3.45157,2.336316,2.485681,-1.750709
115,22,2.545068,3.950013,1.55934,-0.530526
23,1,4.600332,2.932243,-0.072417,1.519345
58,21,3.449912,3.737845,-1.730143,3.0366
119,28,4.900644,2.518926,2.352049,-0.950017
127,22,4.247577,2.728223,2.791336,-1.569071
98,8,3.866035,3.176847,2.806731,-1.554949
94,27,3.052481,5.475268,3.06181,-1.195165
94,27,2.77636,4.823112,2.667989,-1.183374
96,28,2.703825,4.744865,1.922805,-0.500546
94,24,3.599374,3.795758,2.589784,-1.193244
94,24,2.934268,4.593516,2.986779,-1.532021
94,24,5.461732,3.227793,2.319309,-0.395088
89,21,3.785301,3.869322,3.207671,-1.703237
74,116,3.949456,2.645304,1.252477,-0.18765
76,119,2.590639,4.1319,1.695316,-0.572212
73,127,4.546314,3.837899,2.763335,-0.960173
44,72,2.517482,2.024761,-0.908174,1.129406
44,72,1.648065,2.643768,-0.089156,0.210588
44,72,2.016561,6.471897,0.94485,0.906161
113,75,2.029774,4.61225,0.573718,0.516582
124,68,3.926844,2.970025,1.713597,-0.524282
124,68,3.395032,2.861236,1.251501,-0.324406
12,32,3.488374,5.02606,-0.989006,2.843342
12,32,3.960535,3.585198,-2.072157,3.523058
12,32,3.502711,3.450386,-1.680043,2.889889
9,30,3.763996,4.620611,-1.007924,2.807556
91,63,3.402755,2.836603,1.761844,-0.842435
91,63,3.067352,3.140502,2.132108,-1.224171
92,15,3.296462,3.663009,2.867459,-1.648474
92,15,3.507006,5.518297,3.29029,-1.219062
86,12,3.958975,2.621709,3.533365,-2.470855
86,12,2.335835,6.381568,2.902074,-0.954245
98,16,3.247267,2.62694,1.743293,-0.972819
42,19,3.442038,3.928606,-1.700938,3.08335
42,19,4.762376,4.332509,-2.69456,4.78121
116,22,3.580157,4.955166,2.179351,-0.312756
116,22,3.594243,2.833793,1.47596,-0.479126
116,22,5.134513,2.436033,2.69392,-1.22985
112,17,3.308808,2.81388,2.295602,-1.421969
107,23,3.678885,2.951708,1.845895,-0.764952
114,66,1.508353,2.687758,0.929884,-0.845618
114,66,0.464603,4.087338,0.725352,-0.491324
114,66,1.684031,2.663747,1.091018,-0.944611
120,54,3.839707,3.293221,3.231457,-1.942397
120,54,2.520076,2.30479,0.625383,-0.286075
120,54,3.616493,3.723439,1.870239,-0.495788
80,9,4.117413,2.655211,1.936675,-0.798984
23,49,2.888154,3.739718,-0.689332,1.768392
100,65,2.90786,1.21688,0.172634,-0.125199
98,50,4.426179,3.416871,2.500504,-0.922216
81,2,3.1676,4.493032,3.043436,-1.533879
91,123,4.472497,2.207593,2.851163,-1.751534
95,121,5.411015,1.919602,2.560811,-1.196911
81,10,2.230915,2.204189,1.875272,-1.69484
62,114,4.824369,1.959828,1.604203,-0.464873
88,40,3.794089,2.567761,1.442829,-0.474265
88,40,3.983483,2.629782,1.879128,-0.806934
88,40,3.612579,2.721634,1.771489,-0.812904
78,119,4.134728,2.590176,1.349945,-0.23156
87,80,3.835621,3.559081,2.732023,-1.335368
122,18,4.303369,1.225333,2.258867,-1.63468
73,127,4.075,4.013079,3.221789,-1.538508
73,127,2.44051,3.554902,3.121555,-2.295756
59,9,2.982623,2.252759,-0.374511,0.879112
118,32,3.209532,2.706573,2.444811,-1.656704
64,126,2.580067,2.332948,1.671514,-1.294054
90,80,3.640291,2.549087,1.179783,-0.281142
55,14,3.059159,4.161128,-1.654892,2.976278
124,26,2.579121,2.009871,0.719645,-0.478065
123,31,3.731099,3.786544,2.66887,-1.221392
91,11,1.485841,2.887659,1.693159,-1.535003
93,7,3.960474,1.99788,1.980178,-1.177192
93,7,3.299885,2.934787,2.204613,-1.285217
96,5,3.225999,2.483168,1.645335,-0.94301
86,5,2.764519,3.4444,1.414265,-0.503664
107,59,1.715361,4.275305,2.575896,-1.750411
107,59,3.320524,1.203441,1.54583,-1.332555
26,43,4.123937,1.475243,0.325195,0.325937
26,43,3.711844,2.430803,-2.376284,3.249707
26,43,3.299661,3.262066,-2.439405,3.486691
87,81,3.877486,3.631909,2.518409,-1.075186
87,81,2.324978,4.795788,1.99393,-0.705511
42,89,3.120301,3.402297,-1.0066,2.040858
91,39,1.807456,3.542513,2.524271,-1.963708
59,77,2.486701,3.151018,-0.716238,1.388657
83,7,4.085646,4.511366,3.082679,-1.190848
28,14,3.773909,3.384756,-2.158639,3.451242
28,14,3.635526,5.770578,-0.244363,2.46704
120,35,4.515133,2.792801,2.085144,-0.728078
120,35,3.438752,2.029122,1.407391,-0.806565
120,35,2.444514,2.7557,1.465316,-0.970903
61,56,3.395718,4.782376,-0.631668,2.348065
80,6,3.398251,4.305976,3.181125,-1.653537
88,53,2.991294,3.527745,2.137495,-1.099625
92,16,2.697474,5.62804,2.726222,-0.942001
127,38,3.622297,2.956019,2.38798,-1.328009
87,118,2.554863,4.570088,1.789576,-0.500737
86,14,3.538392,3.383827,1.90989,-0.708161
86,14,3.035094,3.649682,2.520141,-1.413549
94,101,2.77232,3.25416,1.55934,-0.723853
43,64,5.685563,0.849797,-0.106721,1.137289
43,64,2.655271,4.65295,-0.333502,1.694953
24,36,2.542138,1.642589,-2.797845,2.867862
24,36,1.275312,1.431859,-0.792719,0.261374
24,36,4.034145,1.643061,-0.819597,1.502979
74,127,2.480767,1.046891,1.889958,-2.083719
74,127,2.546543,3.23772,2.211462,-1.474264
74,127,3.23932,4.848671,1.637295,0.046875
120,88,3.190935,1.908817,1.270387,-0.81974
120,88,3.203273,1.318629,0.343672,-0.132908
114,70,3.20875,3.558022,1.539518,-0.401576
114,70,1.20891,4.009721,0.542737,-0.036915
114,70,1.126804,2.221898,-0.202245,-0.062319
41,79,3.929295,3.501322,-1.370444,2.776128
105,103,0.828747,2.537646,1.71009,-1.963889
105,103,1.299391,3.743208,1.348121,-0.913876
105,103,0.971508,3.897347,1.974867,-1.609724
49,63,3.028887,1.151081,-0.777429,0.846587
115,86,2.488538,2.348691,-0.23729,0.58205
95,68,4.614677,3.062198,1.290224,0.217496
10,10,2.100746,3.084334,-1.31349,1.800579
10,10,4.50755,3.728857,-1.884759,3.619455
17,5,4.122371,4.29483,-0.652876,2.464994
17,5,4.297993,4.582741,-0.856837,2.85922
59,64,3.244645,5.693703,-2.154594,4.183447
59,64,1.925077,2.498692,-1.14992,1.323065
99,18,5.016127,2.429827,4.169762,-2.754481
97,21,2.251561,1.543721,1.313736,-1.398167
78,119,4.407131,2.817146,3.358625,-2.033467
100,99,3.911411,2.189301,2.252669,-1.390244
100,99,5.498431,1.908958,2.80729,-1.411544
37,78,6.128495,3.266081,-2.003475,4.209262
37,78,1.368362,2.579548,-1.459154,1.438382
45,82,5.287031,4.411286,-2.189243,4.523041
45,82,4.573844,3.611509,-0.926159,2.64034
87,58,3.567153,2.146958,2.216019,-1.512569
98,69,4.255011,3.823177,4.119747,-2.441711
98,69,3.729371,2.954714,2.249966,-1.146351
98,69,1.562148,1.85971,1.679886,-1.913676
73,121,1.470407,4.259613,2.544343,-1.825103
73,121,3.202282,5.171855,3.551829,-1.747523
106,25,3.987248,2.876603,2.728308,-1.551537
106,25,5.239589,1.324022,1.96886,-0.921483
25,63,1.38448,5.36348,-1.412007,2.546293
25,63,4.317082,5.473245,-1.519548,3.896534
25,63,4.912046,5.536695,-0.10023,2.748154
31,73,4.07126,5.764974,-1.660774,4.057341
92,66,3.318611,4.127284,2.420589,-1.001436
86,68,3.636864,2.332758,1.877492,-1.069524
127,89,2.79301,2.134175,0.856267,-0.475787
127,89,2.915649,2.020854,0.863326,-0.479454
124,72,2.489858,3.683534,2.287167,-1.390105
124,72,4.718732,2.508961,1.197376,0.12444
124,72,3.141249,2.102843,1.075752,-0.565943
124,72,3.568807,3.948586,2.117019,-0.669388
50,75,2.781914,5.787527,-0.284008,2.164554
50,75,2.965908,3.138704,-0.636665,1.500348
41,9,3.495079,5.613782,-0.132603,2.233032
41,9,5.336324,3.785224,-1.987953,4.085105
109,40,4.270882,1.981477,2.322328,-1.399314
92,43,3.160639,3.502028,2.377073,-1.28119
92,43,3.193684,2.594618,1.255432,-0.521106
19,30,3.502711,3.450386,-1.680043,2.889889
19,30,3.5597,3.187491,-0.646157,1.772929
19,30,3.826541,3.650197,-0.881718,2.307677
23,9,3.119935,4.101881,-0.834053,2.156746
23,9,4.151179,3.506641,0.290867,1.209022
23,9,1.831173,2.602193,-1.488791,1.666058
106,64,3.809569,1.97289,1.356454,-0.626906
106,64,2.802352,2.425853,0.537454,-0.032504
106,64,2.358112,4.436812,2.369014,-1.214127
127,49,3.941031,1.922278,0.258574,0.503839
127,49,4.451421,2.988656,1.587544,-0.175789
96,48,3.243742,2.900048,1.402029,-0.521163
108,52,3.59556,3.779442,1.693926,-0.305627
111,56,2.913442,3.317245,2.409716,-1.490418
95,60,4.34936,3.905511,2.446501,-0.697847
95,60,2.028328,3.358388,2.02618,-1.452591
95,60,2.830521,3.531659,1.658051,-0.685323
53,75,4.481561,4.077653,-0.283305,2.152977
52,24,2.752579,3.766291,-2.179645,3.213355
52,24,4.332652,5.329723,-2.570531,4.893193
97,118,4.226905,2.068299,2.001787,-1.060039
106,57,2.690233,2.535593,2.224625,-1.719635
106,57,4.226777,4.277366,3.492042,-1.638676
74,121,2.468232,2.409261,2.364436,-2.000826
21,93,3.706628,2.799323,0.609541,0.418485
21,93,4.329888,4.779536,-3.145519,5.239705
21,93,3.638622,2.805383,0.722123,0.280771
89,113,2.743565,4.003253,2.150381,-1.01808
89,113,4.192795,3.444302,2.49545,-1.000096
67,122,4.390193,3.824753,1.77134,-0.038842
58,115,0.685073,4.154519,1.266644,-0.913087
58,115,0.540745,2.927534,1.622567,-1.833798
78,123,2.846246,3.121908,1.595044,-0.783605
78,123,2.845164,5.000477,3.273691,-1.685681
78,123,3.35904,4.025474,3.032682,-1.637501
28,99,3.739652,5.615681,-0.267976,2.469787
28,99,3.506249,3.278903,-0.765681,1.907852
28,99,3.048821,4.102642,-0.714232,2.009573
109,60,3.722872,1.68212,1.40627,-0.831481
10,11,3.780161,3.986006,-1.136896,2.681726
10,11,2.867689,3.38328,-1.340404,2.263935
10,11,2.974792,3.430411,-1.308932,2.295636
94,53,2.360045,3.919068,2.002294,-1.061399
21,3,3.833138,3.823628,-1.625205,3.124509
102,20,3.0431,3.535115,2.290307,-1.228329
29,76,5.350866,4.546493,-0.989748,3.408314
29,76,1.889195,5.222212,-0.087221,1.371031
120,22,3.441595,3.016534,2.605689,-1.595127
109,27,4.852807,3.264298,4.061189,-2.369387
83,0,2.340323,3.475012,2.585502,-1.835579
34,73,2.459245,3.677943,-2.514552,3.391608
34,73,1.426886,6.415351,-0.174499,1.760988
31,66,1.76899,4.818459,-1.498735,2.564549
85,9,2.419134,5.799895,3.152613,-1.410318
85,9,3.101118,2.684911,0.833333,-0.099649
50,4,1.796882,3.119271,-2.004747,2.381074
50,4,3.906213,4.556682,-1.766377,3.597349
30,2,2.397163,4.658337,-1.542708,2.798633
30,2,3.218209,4.025768,-1.68268,3.013566
80,126,1.184713,2.084083,1.627961,-1.924691
80,126,4.481123,3.003461,2.69942,-1.268556
80,126,3.516939,3.711546,2.85907,-1.529096
120,22,4.683012,3.421655,1.461187,0.222556
100,50,2.901016,3.778492,2.234203,-1.129571
100,50,3.663286,2.998589,1.461467,-0.368699
100,50,3.340286,2.926911,2.987632,-2.054339
42,7,2.397886,4.605934,0.417906,0.819798
50,12,4.923022,0.519628,-1.725498,2.307686
50,12,4.360949,2.601959,-1.021362,2.233282
107,64,3.868107,3.159045,1.576372,-0.333192
107,64,5.139796,3.040695,3.167877,-1.451909
108,53,3.670802,3.843679,3.09123,-1.64387
108,53,4.046046,4.761861,2.916108,-0.937238
108,53,2.120688,3.526897,1.726692,-1.045158
45,23,3.795742,5.40377,-1.924157,4.059462
45,23,1.251509,6.621556,-1.228521,2.827234
45,23,4.177542,3.744952,-3.384653,4.989663
47,81,4.981172,4.235695,-1.094996,3.233127
47,81,4.028122,2.60001,-0.398342,1.474331
43,37,2.472648,3.864602,-1.2039,2.164127
113,22,3.552486,4.600405,2.69738,-0.987731
114,20,3.818743,3.865584,2.227832,-0.712488
114,20,3.318827,1.200387,1.974267,-1.763803
52,15,4.656264,1.871632,-2.561978,3.591066
52,15,4.71588,4.098605,-1.438097,3.410801
124,34,2.601431,1.367118,1.743704,-1.756566
95,87,2.779145,4.567086,1.88716,-0.507795
95,87,3.782334,2.706316,1.543763,-0.521859
95,87,2.613908,4.58258,1.83127,-0.51305
96,18,4.090694,2.699404,2.21448,-1.068512
88,116,3.839052,3.275619,2.702092,-1.420737
88,116,5.329207,3.451488,2.522714,-0.560599
88,116,3.378263,4.091689,2.318516,-0.889902
65,52,3.773924,4.059073,-1.147819,2.720108
114,59,3.953673,2.528539,2.112407,-1.093489
122,58,3.74985,2.367197,1.687098,-0.818314
61,124,2.743511,1.659454,0.708002,-0.543359
96,22,4.212703,4.691469,3.847514,-1.829093
61,123,1.593095,2.755822,1.824234,-1.675865
61,123,3.106063,1.317453,1.468331,-1.295496
69,51,2.331162,4.519535,-1.906658,3.078151
87,8,2.181126,2.116133,1.765257,-1.641477
87,8,3.34861,3.530498,2.356248,-1.171126
42,80,4.8454,2.814575,-1.48354,2.980044
42,80,1.699026,2.723752,-0.804278,0.978697
99,18,2.539115,6.545251,2.843873,-0.745679
99,18,1.820256,2.45905,1.215401,-1.098374
56,59,2.844024,4.075204,-1.487394,2.686128
56,59,3.181334,4.871905,-0.650279,2.317056
56,59,3.226462,4.11478,-4.173827,5.541403
120,81,2.970178,4.560703,0.475081,0.978506
127,79,4.971058,2.601451,2.251096,-0.786796
127,79,4.943948,2.766853,2.236121,-0.714618
127,79,4.591838,2.850859,2.279586,-0.866737
99,16,2.368548,4.987876,3.388076,-2.001161
119,19,4.16779,1.814308,2.165691,-1.353929
115,19,4.586544,2.487058,1.887516,-0.627513
115,19,5.140486,2.432475,2.687005,-1.221967
87,6,2.822825,4.396268,2.387492,-1.059743
124,25,3.802285,3.111858,3.210986,-2.011789
91,62,3.083845,3.366487,1.954133,-0.946309
101,14,3.203048,4.254627,3.387878,-1.962128
98,15,3.833543,2.032613,1.723909,-0.958674
80,14,3.111681,4.049384,2.51758,-1.215191
80,14,3.76681,1.482976,0.536621,-0.027486
80,14,4.293293,1.993195,1.393102,-0.457382
19,7,3.95768,2.470599,0.460102,0.53427
19,7,4.248072,2.811562,-0.224261,1.477305
68,55,2.329875,1.606178,-0.45612,0.428783
68,55,1.624572,1.810743,-0.766464,0.534628
48,23,3.948144,3.660434,-2.396446,3.874069
48,23,4.384745,4.919852,-2.804369,4.979258
118,31,3.118686,3.182458,2.2689,-1.321332
37,86,4.18481,4.212807,-2.011432,3.813948
36,80,3.829398,3.241863,-1.822661,3.078804
36,80,3.173859,3.750834,-1.213124,2.414139
106,65,2.878067,4.859345,1.858062,-0.316838
106,65,2.618427,2.210984,1.547908,-1.206209
110,16,3.298014,3.474008,2.152485,-1.01184
121,53,2.845284,3.850524,1.708889,-0.597402
121,53,3.211865,3.746872,1.975928,-0.757594
121,53,3.325558,3.392427,1.648617,-0.529938
19,57,3.549041,2.862234,-0.818449,1.805618
19,57,2.974336,3.224117,-0.32117,1.223877
69,115,2.572498,4.276813,0.923216,0.251809
98,25,3.864857,2.471681,2.065223,-1.10646
103,55,2.512456,2.289959,1.448077,-1.117588
103,55,2.436089,3.323837,-0.00251,0.726907
92,57,3.57679,2.772894,1.492093,-0.527014
94,51,2.017386,3.259833,0.219209,0.307223
120,52,3.788224,3.526735,1.624609,-0.262481
120,52,3.864219,1.202668,1.439638,-1.00548
120,52,4.607127,3.850343,2.02873,-0.197423
35,14,4.006371,4.686711,-2.079074,4.004156
35,14,3.88591,4.28814,-2.089933,3.801388
115,77,4.469767,3.650746,1.511733,0.179791
115,77,4.102077,3.09202,1.569824,-0.25918
89,15,2.290603,4.353766,1.197915,-0.106469
2,60,2.381652,3.004943,-1.375163,1.943162
1,57,3.252749,3.370186,-1.368335,2.444428
54,64,3.068954,5.82799,-1.549708,3.562908
54,64,2.122793,5.692375,-2.322272,3.892546
68,48,2.626647,3.51122,-0.953093,1.831101
68,46,2.838511,2.056455,-2.388785,2.752197
44,90,4.053481,2.482143,-1.527756,2.564457
44,90,4.033626,3.653764,-0.347746,1.859979
44,90,3.43547,3.198958,-1.808948,2.887685
88,90,3.446522,3.335707,1.890497,-0.745373
111,42,3.654123,3.365891,2.851035,-1.608351
111,42,3.34351,2.918647,2.364142,-1.434194
2,54,3.544007,4.554538,-0.95968,2.642388
92,84,3.987094,4.224538,2.594727,-0.861703
92,84,4.723151,3.513348,2.403264,-0.66265
92,84,4.703848,3.382859,2.314356,-0.635595
114,68,5.263793,2.867737,2.220334,-0.525689
114,68,5.28163,2.399235,1.868965,-0.360312
114,68,2.193148,4.295475,0.86865,0.158103
98,10,2.545866,4.579463,2.455879,-1.165465
98,10,3.545471,4.697899,3.148838,-1.400028
59,118,3.407803,1.248572,0.778179,-0.510806
57,10,3.051774,4.307243,-0.721696,2.100922
69,121,3.88662,2.946705,1.531573,-0.367166
88,48,3.021899,3.185995,2.07657,-1.167893
88,48,2.936333,4.684099,3.227804,-1.734555
88,48,3.406315,3.4715,2.437428,-1.253628
68,121,3.653206,3.60893,3.546035,-2.201615
87,80,4.272741,1.673061,2.134466,-1.337491
87,80,4.46122,3.82089,1.782926,-0.024425
87,80,5.527761,2.622621,2.421514,-0.719967
88,6,3.738793,5.068337,3.674076,-1.693319
78,116,2.180153,3.793984,1.260006,-0.444089
79,0,1.988097,2.368373,1.938757,-1.789211
67,119,2.82809,3.46903,2.163429,-1.215507
81,13,4.135648,4.936463,3.599686,-1.511342
91,16,2.74254,6.414632,3.048266,-0.920603
91,16,3.037135,5.297746,2.640063,-0.853059
27,100,4.924211,2.850547,-2.196308,3.738783
27,100,3.771845,4.421474,-1.894984,3.61539
68,122,6.932491,1.617932,2.041475,-0.180309
68,122,4.719699,4.107844,3.128513,-1.143357
98,96,4.648374,3.055846,2.975281,-1.453994
94,127,6.002858,2.591823,2.607468,-0.724219
88,68,1.674193,4.447842,1.934673,-1.056279
99,60,2.116418,2.033419,0.491247,-0.429183
28,10,5.260265,3.025017,-1.766337,3.518704
28,10,4.898626,3.144317,-1.251231,2.905922
89,53,3.093269,4.464249,1.99606,-0.530338
89,53,3.062052,3.939098,1.983357,-0.747424
22,54,3.362975,4.365937,-0.902615,2.433878
101,94,4.605402,3.076072,2.967539,-1.455471
116,36,3.886705,3.052878,1.520605,-0.313522
67,116,2.401815,4.731095,2.823723,-1.528882
67,116,0.85914,3.226913,1.441751,-1.399607
44,76,5.77654,4.440043,-2.856425,5.401478
15,26,3.850079,2.469108,-1.931869,2.87912
116,76,3.676008,2.361309,1.195834,-0.36043
113,52,2.427306,3.393556,1.950569,-1.198857
88,92,4.522801,3.399662,3.030896,-1.418969
94,61,2.020006,3.718043,1.669184,-0.950437
109,57,3.703547,2.702962,1.684391,-0.69574
69,53,4.132738,3.382748,-0.703674,2.143811
87,88,4.628741,2.708299,2.199748,-0.830573
105,66,3.407621,2.697767,1.646332,-0.781633
68,124,4.136126,3.108121,3.153928,-1.819583
73,124,4.626864,2.714828,2.689694,-1.317477
109,36,4.250554,2.477056,1.776448,-0.658611
109,36,4.250554,2.477056,1.776448,-0.658611
78,126,4.989693,3.939081,2.794804,-0.768751
73,125,5.28178,2.203492,2.156518,-0.728915
67,62,3.727466,2.241568,-0.547964,1.352586
115,16,5.251052,2.894683,3.233693,-1.533243
116,65,2.483696,2.310706,1.210566,-0.882343
46,28,3.027631,2.327284,-1.949135,2.501024
58,17,3.180905,3.642914,-1.339471,2.497059
90,8,3.276629,4.432495,3.161823,-1.632625
46,77,3.408587,2.262911,0.29374,0.390219
120,70,4.106623,3.037666,1.363378,-0.073428
64,127,3.113774,4.279307,2.348435,-0.949472
110,54,2.928033,2.785144,2.150342,-1.444773
88,58,3.61656,3.128142,1.9745,-0.846711
87,16,4.000833,4.147939,3.623655,-1.915014
28,38,2.654758,0.106386,-1.68128,1.165969
80,125,2.917527,4.529447,2.065793,-0.644094
113,107,0.8254,2.747878,-1.295212,1.122822
18,93,3.789904,3.259339,-1.390473,2.639939
18,93,2.200203,3.636479,-0.980967,1.736782
44,85,2.827596,1.648005,0.777586,-0.582988
44,85,4.46696,1.956688,-1.512789,2.500994
44,85,3.002795,-0.342368,-1.228299,0.670489
50,0,3.735417,0.855693,-1.334724,1.570239
50,0,3.745831,0.85899,-1.292948,1.534102
50,0,4.820248,1.150705,-0.550336,1.351423
125,38,0.945663,4.455239,3.389654,-2.8037
125,38,1.571555,2.363795,1.297117,-1.320819
125,38,2.977686,4.629169,3.559857,-2.071874
21,51,1.961095,3.347915,-1.22559,1.764374
21,51,3.74554,3.537795,-0.74441,2.09098
127,111,2.15329,3.67037,0.357024,0.394856
23,24,4.486529,2.108666,-1.87062,2.92832
127,108,4.304501,3.407493,1.536837,-0.013385
127,108,-0.524229,4.06273,0.153847,-0.334963
127,108,2.886811,3.133099,-0.431501,1.259927
59,112,3.333142,3.460934,1.999364,-0.848951
