"V3","V4","V102","V103","V104","V105"
125,20,2.729118,2.12262,0.997882,-0.647937
124,29,3.213014,1.66174,0.519652,-0.162056
98,5,3.964592,3.603553,3.351182,-1.88217
86,14,4.050307,3.235876,2.749244,-1.398298
92,56,3.281636,3.513584,2.202307,-1.051634
83,89,4.52307,2.166559,1.604203,-0.503027
49,58,4.206539,2.162991,0.999531,-0.030514
23,44,2.430328,2.380907,-1.25693,1.588001
83,123,2.806382,2.550319,2.141074,-1.581543
109,66,0.346619,3.164572,-0.229105,0.033835
44,72,3.411678,1.946209,-0.752386,1.306445
116,109,2.239858,3.27368,0.895407,-0.271187
12,92,4.048986,3.153943,-0.498117,1.810632
125,109,-0.203003,2.485484,-0.522139,-0.178383
47,59,4.304294,1.069613,-0.267368,0.825438
86,55,1.486953,2.227796,-0.97025,0.85455
51,90,2.115192,2.557785,-0.351707,0.62847
56,68,3.187236,1.507248,1.690184,-1.406086
42,81,4.263599,0.673683,-0.211942,0.589562
72,63,2.341298,3.36435,-0.340923,1.043093
93,125,0.261937,1.09656,-1.756415,0.67177
29,82,4.151198,1.181643,0.774807,-0.231766
122,102,0.812933,4.104129,-0.171753,0.555528
97,109,0.085015,2.342123,-1.45917,0.815511
57,13,2.624754,2.38272,1.096578,-0.683034
100,5,0.435863,1.267091,-1.587794,0.644395
119,59,1.119554,2.618317,0.326525,-0.430611
6,96,2.169815,4.729139,2.082489,-0.884702
2,16,4.152189,-0.674354,1.384497,-1.606914
52,31,2.620436,4.824491,0.792703,0.626204
0,3,1.419319,2.117474,0.294098,-0.482411
80,5,1.944989,2.571537,1.948547,-1.731909
8,41,3.032441,1.41846,1.073873,-0.891073
100,19,1.958162,1.35634,1.055868,-1.337206
51,2,3.563122,0.242395,-1.376353,1.288669
78,127,0.975992,2.449529,0.440239,-0.672204
40,56,1.363776,2.654475,1.336516,-1.325007
70,127,2.574519,3.113856,0.449802,0.245255
38,58,2.163072,4.378914,0.679842,0.369408
125,39,0.1823,3.587868,2.240619,-2.326141
15,104,3.739033,0.453359,0.366731,-0.29367
30,52,2.787768,2.668053,-0.850648,1.448013
103,107,-1.250705,3.460829,0.376525,-1.101486
125,112,3.159537,1.216687,0.332427,-0.181373
86,76,2.003801,3.400904,0.659176,-0.078802
39,72,3.08358,2.041408,-0.083912,0.543627
72,126,2.022925,3.331267,-1.20407,1.760283
35,78,2.264468,3.135418,0.421903,0.154541
11,86,5.039751,1.646986,1.648234,-0.550152
16,102,4.930012,-0.326266,0.938551,-0.699901
23,28,2.085024,3.311748,-1.658661,2.232083
97,114,1.544077,1.995366,-1.016056,0.827136
14,102,2.769872,1.712414,0.965582,-0.768221
123,112,0.365989,4.110163,0.419048,-0.216754
112,37,3.167569,4.848046,1.202144,0.4504
105,76,1.890934,4.088829,2.70684,-1.886693
25,53,3.059061,0.46946,1.395982,-1.592046
118,122,0.579159,1.731055,0.001264,-0.692573
56,82,1.405028,2.619962,0.018976,-0.00661
22,72,2.052315,-0.082874,-1.189489,0.351237
53,17,1.191499,4.133281,-1.716137,2.263548
76,48,3.212547,4.133044,0.612737,0.763371
67,46,2.535819,4.553392,-2.208093,3.477527
84,22,4.960449,3.048596,4.022945,-2.375151
119,24,2.709968,3.894217,1.020094,0.052256
69,126,4.360201,4.122891,3.211043,-1.366184
24,80,1.927455,4.433181,-0.590028,1.563304
90,89,3.629379,2.673947,2.535189,-1.587554
55,80,4.132214,3.461915,-0.286261,1.7599
93,127,4.683906,2.52951,2.046606,-0.728215
94,124,2.950169,3.190811,2.319996,-1.436742
109,46,4.212062,2.716685,2.500933,-1.29744
101,36,5.05259,3.647596,3.435652,-1.504494
31,9,4.462105,4.247162,-2.102661,4.032065
37,13,3.651454,2.898894,-1.705052,2.748243
39,7,3.890908,4.070073,-2.242407,3.865163
89,52,3.703322,3.171722,2.855618,-1.673482
85,56,0.752796,2.324977,0.816611,-1.191241
104,60,3.014182,3.574153,2.053991,-0.987842
75,122,2.651477,3.528064,1.309063,-0.409614
75,125,4.051483,3.3188,2.724311,-1.337775
111,63,3.401218,2.89381,1.901548,-0.95785
112,63,3.401218,2.89381,1.901548,-0.95785
23,90,1.993878,2.244618,-0.213945,0.312586
108,18,3.043683,3.371423,2.783266,-1.787998
58,117,3.804066,4.453219,2.550756,-0.798212
112,42,3.674561,3.318951,2.510593,-1.279559
111,54,3.640565,3.211228,2.468107,-1.294982
60,117,3.533165,3.750279,1.601545,-0.250546
77,120,2.645293,2.394337,1.251076,-0.822311
26,97,2.309357,6.52547,-0.589578,2.582706
3,2,3.89321,3.061024,-0.380286,1.5905
110,79,3.218635,2.984063,2.195322,-1.288756
109,74,4.646272,1.435222,1.415497,-0.566003
83,15,4.07964,4.132801,4.024442,-2.290222
96,28,4.235566,3.242383,2.697511,-1.268442
24,4,2.951363,4.158261,-1.610225,2.886831
26,1,3.862602,4.022796,-1.489505,3.083214
28,4,4.228919,4.116594,-1.598645,3.380625
59,115,3.954328,3.047449,1.563985,-0.330513
120,62,2.967794,3.046328,1.853181,-1.023621
121,59,4.411338,2.588768,2.411495,-1.18053
95,19,4.334944,3.080396,2.147553,-0.745775
94,16,4.194289,3.215152,4.076934,-2.674413
91,14,3.654421,4.493622,3.122251,-1.414055
31,83,2.909777,3.959676,-2.061219,3.238973
115,16,4.382499,3.523204,3.461442,-1.855839
110,31,4.41135,2.978436,3.523997,-2.132064
106,44,1.924433,3.906294,0.774573,-0.018573
42,73,2.026109,6.058432,-0.868195,2.551735
33,70,2.297665,3.760347,-0.666119,1.512675
97,6,3.494985,3.864047,2.113015,-0.730665
91,7,3.919618,3.624722,3.34308,-1.883715
106,19,2.859308,3.456089,2.531012,-1.575668
106,17,3.403134,4.701993,3.345117,-1.652994
58,11,3.079212,4.048475,-0.891754,2.177194
38,81,1.597211,6.871808,-1.236224,3.078962
62,127,3.97648,2.669636,2.361949,-1.274431
91,121,5.893249,3.799454,3.305586,-0.968821
63,27,3.312534,4.880361,-1.810989,3.532419
25,2,2.71903,4.861209,-0.374355,1.847461
60,112,2.592199,1.106929,1.371417,-1.495396
57,109,1.174335,2.179943,1.448125,-1.709228
125,42,3.5916,4.038002,2.03611,-0.543125
89,119,2.172885,2.728916,2.640701,-2.265478
113,15,5.175506,2.786907,2.432732,-0.808194
56,2,3.437541,4.929421,-1.912319,3.705051
117,79,3.33457,2.000286,1.24619,-0.699548
98,50,2.869503,4.498309,1.779863,-0.391966
89,16,4.809854,3.651391,2.586464,-0.754143
38,14,4.464504,1.993247,-0.933142,1.936606
59,22,5.33573,3.091007,-1.268506,3.079377
109,67,1.712476,1.45166,0.539982,-0.882347
111,47,2.655062,2.83682,1.709077,-1.094379
87,62,3.067352,3.140502,2.132108,-1.224171
50,23,4.177542,3.744952,-3.384653,4.989663
66,12,3.653993,2.551168,-2.797195,3.696232
44,70,6.099893,3.232554,-0.792881,2.975027
41,80,5.309804,3.950924,-1.700272,3.854577
58,109,4.267503,2.586499,2.486625,-1.314624
91,69,3.899695,2.703413,3.058361,-1.988447
41,37,3.310618,2.718569,-0.928018,1.757944
36,42,2.360129,4.888556,-1.154238,2.490967
85,3,4.232886,4.222978,4.041996,-2.207632
84,7,4.318606,3.107425,3.364307,-1.955705
116,24,3.36079,3.547199,2.783111,-1.585917
102,21,2.680379,2.647575,2.459585,-1.911379
100,22,4.391471,1.792499,3.095952,-2.20044
19,67,3.323453,4.725266,-0.443462,2.107094
88,103,5.601216,1.303546,3.48332,-2.294761
30,11,3.60199,3.746383,-0.689055,2.063381
31,12,4.221458,4.251655,-1.581899,3.416589
30,93,2.587633,4.453856,-1.090908,2.34172
52,15,3.427047,5.737941,-2.079454,4.201254
44,19,3.462514,5.256149,-0.992925,2.931469
124,22,3.928828,2.387439,1.435518,-0.485199
127,12,3.370404,1.411115,2.140895,-1.821929
94,81,2.189365,3.566134,1.244484,-0.519195
91,19,4.142633,2.503184,2.749835,-1.663362
98,17,3.8184,2.940511,2.876901,-1.741855
91,17,3.246771,3.836081,2.229935,-0.959624
103,118,4.578005,3.574197,1.9705,-0.265801
79,122,2.905731,3.159324,2.29262,-1.441441
71,46,1.370035,2.29219,-0.148317,0.01147
67,46,3.020525,3.300886,-0.954577,1.906899
62,59,3.967455,5.651449,-0.981596,3.289324
125,52,3.649292,3.104132,2.140658,-1.008669
127,51,3.400572,2.740929,1.533605,-0.654007
60,126,3.097957,3.081674,2.552398,-1.653643
100,23,2.389436,4.908126,2.007489,-0.646881
80,14,3.919618,3.624722,3.34308,-1.883715
97,22,2.865251,3.759536,2.024867,-0.942937
94,18,3.922883,3.617939,2.760693,-1.303244
61,108,3.65107,3.068912,1.421575,-0.303782
69,109,4.314697,3.178232,1.894308,-0.459348
76,120,5.005829,1.583194,1.160217,-0.101827
62,111,3.522018,4.628418,3.284655,-1.574067
66,121,4.355001,3.146795,2.116464,-0.677817
68,117,3.704885,3.279584,2.231678,-1.003581
47,76,3.920059,3.998806,-1.213111,2.820064
100,14,3.337838,3.76276,1.752538,-0.476317
7,45,2.980118,1.92022,-1.186396,1.5522
58,68,2.483801,4.60662,-1.920765,3.191415
56,64,1.450357,3.478677,-1.251532,1.635117
117,77,3.893563,3.065519,1.641012,-0.42621
107,67,4.984857,2.072701,1.448368,-0.197439
86,6,3.448904,2.443863,1.858789,-1.081172
81,9,3.815893,2.965281,2.741343,-1.597898
108,16,5.372835,1.994659,1.96782,-0.589646
62,124,3.771899,4.235775,2.402603,-0.753128
90,8,2.764291,5.398636,2.940677,-1.22347
94,3,2.156399,3.370203,0.71591,-0.086466
97,6,4.177666,4.026232,3.424994,-1.695458
123,15,2.780773,3.146328,2.001173,-1.207195
123,19,2.542684,2.760526,2.73279,-2.194279
115,15,3.223459,2.537234,2.068157,-1.345012
103,68,2.072917,3.76739,2.093636,-1.333214
99,67,2.749375,1.461203,0.467719,-0.38385
95,16,3.648739,4.214218,3.308757,-1.71829
64,108,2.684051,3.057172,2.093228,-1.374876
26,56,3.350992,3.597776,-0.347267,1.558021
23,60,1.960234,2.223326,-0.727351,0.80318
42,86,5.431501,3.993505,-0.951798,3.175064
86,11,3.407279,4.590863,3.121933,-1.474561
95,23,3.246771,3.836081,2.229935,-0.959624
21,2,3.399827,4.379263,-0.789724,2.340872
61,61,3.24782,3.940265,-0.640787,1.950123
52,30,4.692257,4.761287,-2.462536,4.697395
117,32,3.80679,2.106491,1.499933,-0.715707
68,126,1.929399,2.048524,0.776846,-0.784147
35,80,2.759378,5.158239,-2.940672,4.550155
95,76,3.728657,3.405696,2.656884,-1.367871
102,124,3.196824,1.386302,0.754765,-0.517327
94,56,3.263613,4.150983,2.921711,-1.514377
108,66,2.885416,3.277878,1.903795,-1.013361
118,45,3.776224,2.881753,2.090173,-0.998076
78,121,2.174135,3.939551,2.881277,-2.006198
76,118,3.138455,4.490908,3.261881,-1.764837
98,20,4.551533,1.412353,2.842077,-2.038953
108,58,3.337719,3.903864,1.728066,-0.393859
90,14,3.001691,2.333935,1.703176,-1.154667
21,57,2.341672,3.651183,-0.199715,1.019955
15,52,2.497705,3.095297,-0.452812,1.10748
25,99,3.662315,1.471039,0.151795,0.309108
58,113,4.781346,2.992732,1.779362,-0.230337
68,120,3.348429,2.474187,2.358889,-1.608274
63,117,4.483764,3.323187,2.391226,-0.826924
39,80,4.237659,2.645759,-1.397985,2.57594
38,95,4.03327,2.654056,-0.263109,1.363763
9,57,3.889038,3.445499,-0.583922,1.95202
95,62,2.221761,3.264945,1.926516,-1.311937
108,80,4.016786,4.591995,1.173959,0.720345
105,79,4.079871,2.643746,1.567918,-0.449922
98,50,4.080004,1.947477,0.834807,-0.006362
94,57,3.160517,4.190564,2.642771,-1.260833
124,48,2.625403,4.167655,2.046809,-0.894892
35,19,5.570607,3.006383,-1.611085,3.483297
36,11,5.429119,4.316943,-1.076304,3.431442
109,119,3.359705,3.431951,1.631602,-0.482912
91,18,3.494985,3.864047,2.113015,-0.730665
94,3,2.047294,2.987913,1.630016,-1.200757
115,31,4.432996,3.448775,3.064409,-1.469343
124,26,1.948788,4.550347,0.499542,0.532554
122,27,3.264724,4.032553,1.653203,-0.295829
1,93,4.363968,3.173802,-1.611658,3.059697
122,81,3.701284,3.0498,1.730164,-0.600375
97,17,3.815576,2.156,2.071662,-1.262737
83,28,4.267842,1.992018,3.045953,-2.118321
86,20,5.207165,1.355084,2.858646,-1.810708
88,3,4.792948,2.693158,3.087686,-1.65614
89,124,3.659452,1.889015,0.625375,0.007477
85,127,5.253483,2.037815,1.590666,-0.244087
100,113,4.773967,3.210642,2.700601,-1.064075
16,57,3.971436,2.54974,0.098466,0.933848
4,62,3.629991,5.481971,-0.570365,2.671271
3,63,3.862317,4.895872,-1.175249,3.128758
50,71,1.440359,5.195861,-1.701289,2.788445
81,22,4.371834,2.18956,2.103721,-1.05429
83,16,2.298597,4.163196,1.570442,-0.555156
69,49,4.039825,4.0141,-0.812601,2.475334
92,96,2.520286,3.102909,2.23912,-1.569118
56,120,2.568546,3.840527,1.743856,-0.750116
65,114,3.37528,4.695458,2.191095,-0.514974
58,122,2.607742,3.895987,3.016006,-1.98219
99,19,2.43173,2.2002,2.097687,-1.836603
88,44,3.012609,3.041779,2.397941,-1.551701
123,27,4.126452,3.97381,3.000624,-1.314634
124,26,4.150474,2.616641,1.191527,-0.056673
36,95,3.383018,3.715098,-1.17696,2.448373
31,92,4.734856,4.307839,-0.397167,2.465842
93,81,3.927095,3.392167,2.384182,-1.019102
115,44,2.869614,3.714076,2.443525,-1.37866
4,56,3.153026,4.779277,-1.609271,3.223438
6,59,3.183998,3.790325,-1.031768,2.251899
2,46,3.052432,3.746608,-1.232354,2.380559
76,120,3.881702,3.673003,1.849546,-0.387698
71,113,4.451022,2.534705,1.31887,-0.094135
85,99,4.917061,1.286382,1.656492,-0.757149
93,97,5.608591,1.215302,2.624143,-1.469535
95,81,4.087451,2.244698,1.788687,-0.832418
114,72,1.216177,3.620385,0.013489,0.335501
87,19,3.113117,2.972174,2.399038,-1.54004
87,20,4.679983,3.292339,4.042271,-2.408492
90,17,4.086429,3.735263,3.540549,-1.968038
82,2,3.322678,3.016748,1.735818,-0.774051
78,3,2.73311,3.298621,1.403794,-0.567123
59,117,4.414141,1.980452,1.214607,-0.233901
61,111,2.771099,2.408757,1.784069,-1.297296
79,0,5.582104,2.97443,1.886291,-0.017932
87,3,5.249466,1.784135,2.486628,-1.244447
58,9,3.539053,2.738645,-0.134658,1.067328
57,12,3.47749,0.70851,0.200114,-0.129248
61,4,3.081561,5.650465,-1.767808,3.713378
109,76,3.703047,2.053333,2.133774,-1.413575
70,121,2.968393,5.130467,1.940267,-0.249872
66,111,4.10639,3.221288,2.3022,-0.934259
99,42,3.427983,4.104784,3.083033,-1.628149
123,27,4.99285,4.208104,2.135311,0.000653
125,30,2.443699,2.866185,2.945464,-2.403601
112,21,5.770474,3.113221,2.720645,-0.717893
78,8,1.859017,2.877785,1.693627,-1.386434
62,110,4.30291,3.147035,2.451044,-1.033613
91,111,4.372469,3.461709,2.269543,-0.694113
73,117,2.720447,1.636921,1.973326,-1.826053
122,25,4.432996,3.448775,3.064409,-1.469343
127,22,3.579813,3.037745,2.942434,-1.865355
87,9,2.95919,3.917998,2.601438,-1.416289
93,73,2.492631,4.546873,2.102958,-0.848508
64,125,3.922628,3.549877,2.612666,-1.183903
72,120,5.271508,2.626067,2.152772,-0.554219
68,122,5.718701,2.148104,1.870129,-0.286359
96,14,4.629324,2.485481,3.135703,-1.857607
95,9,3.681261,4.527775,2.724399,-0.990933
98,22,2.922097,4.389497,2.952887,-1.586395
104,30,3.132195,4.717778,2.692572,-1.106146
56,8,1.278747,1.176152,-0.34477,-0.29058
52,4,1.278747,1.176152,-0.34477,-0.29058
30,102,1.821331,8.047266,-0.258489,2.680242
35,91,1.89648,6.078229,-1.062838,2.702327
91,0,4.772608,3.367871,1.749755,-0.050782
87,7,3.570536,4.785658,3.705035,-1.909669
82,57,3.553291,2.577444,2.502672,-1.627483
86,59,3.22911,3.023885,2.497552,-1.570333
65,107,4.707428,2.826687,2.384396,-0.933807
62,115,2.88242,3.93778,2.26785,-1.104565
60,106,3.786501,3.042024,2.025462,-0.862507
123,30,3.021523,3.42956,2.553536,-1.543488
124,23,3.920555,2.642957,2.199115,-1.146894
18,50,1.873874,3.183183,-1.877669,2.311404
92,0,4.568005,1.59969,2.587563,-1.700551
87,40,3.487097,3.371639,2.103475,-0.928133
84,48,4.484538,3.183461,2.875856,-1.369201
77,115,2.353709,4.954414,2.97481,-1.607441
81,3,4.589532,1.8701,2.78323,-1.7747
77,9,1.66191,4.401087,1.31743,-0.463554
84,5,2.289253,4.923878,2.08367,-0.757148
45,75,3.613615,4.776967,-1.279519,3.081322
48,76,2.648193,5.190633,0.331367,1.248621
49,73,2.648193,5.190633,0.331367,1.248621
50,80,5.835813,4.189841,-1.310497,3.778826
59,81,2.831195,3.461056,-1.485165,2.425861
66,69,2.429115,3.680599,-1.623683,2.490532
62,70,3.334636,3.468611,-0.413831,1.563769
83,8,2.831037,4.646561,2.270924,-0.836966
89,0,3.371471,3.979479,2.234246,-0.854345
37,11,4.100465,4.366462,-1.587555,3.419282
30,9,3.185241,3.65659,-2.32432,3.488365
26,12,4.414214,2.631914,-1.571344,2.816109
100,54,3.998056,3.251823,1.88924,-0.554169
105,51,3.41205,2.200889,1.713402,-1.05138
75,111,2.9332,2.392809,2.739225,-2.192585
64,121,2.401819,2.801233,1.901519,-1.40409
47,49,2.85957,4.967491,-1.546705,3.120043
49,60,3.057128,4.985285,-0.313691,1.97692
50,57,3.408456,4.930281,-1.202154,2.98475
15,11,2.398084,3.207217,-0.95078,1.610142
17,10,2.46508,2.992177,-1.362543,1.960278
60,126,3.836528,3.416238,2.748558,-1.409488
63,119,3.820408,2.009261,1.692093,-0.941321
93,63,4.052303,3.176533,1.856784,-0.53118
97,51,3.537916,3.215389,1.855452,-0.723354
95,62,3.779742,3.040303,2.645249,-1.485584
84,21,3.795733,2.134029,2.222535,-1.430881
74,1,3.059972,5.258791,2.993361,-1.213006
83,14,3.876536,3.3335,3.144659,-1.823335
93,11,3.866035,3.176847,2.806731,-1.554949
91,11,3.00599,4.084672,2.009779,-0.7364
89,6,2.639798,5.630908,2.785527,-1.023124
89,13,2.557537,4.558204,1.748947,-0.46489
90,7,2.673934,4.123533,2.32006,-1.166068
81,17,3.009397,4.154039,2.828632,-1.524074
89,12,3.727146,2.698473,1.6698,-0.674078
86,6,2.029565,6.782753,2.514166,-0.526523
121,40,2.847042,3.749285,2.739041,-1.668005
126,43,3.680559,3.019723,2.649305,-1.538826
119,38,4.398616,2.454435,2.992347,-1.821086
124,36,1.82119,3.782442,2.598615,-1.933298
90,108,3.160099,2.874964,2.046795,-1.208853
88,72,3.798476,2.826345,1.915973,-0.838666
14,28,3.180094,3.633406,-1.328539,2.481385
72,112,3.332025,4.258081,2.865197,-1.385583
94,45,2.713882,3.73701,2.880147,-1.868845
94,51,2.928516,3.502521,2.458101,-1.456494
80,14,3.008693,4.06554,2.012246,-0.745473
74,15,2.638301,1.721319,0.371265,-0.223519
108,20,3.843291,3.56933,2.975023,-1.571298
99,18,2.141195,2.242101,1.217347,-1.058324
109,19,3.856299,3.570879,2.461253,-1.051679
91,15,3.796713,2.722433,3.159209,-2.123298
120,12,2.787613,3.333594,2.529884,-1.655156
124,22,3.932083,3.522255,2.331777,-0.911775
66,114,3.06741,3.729634,2.370095,-1.217892
60,120,1.771419,2.129552,2.424251,-2.4606
84,21,1.258599,4.394423,1.743904,-1.056717
70,21,1.796867,2.491869,1.410534,-1.288345
99,89,2.969714,2.139688,0.791042,-0.335717
34,81,3.760916,4.998536,-1.557753,3.511472
12,25,2.772866,4.146142,-1.071536,2.271466
103,65,3.701184,3.452569,1.408003,-0.111984
72,12,2.331252,4.268159,1.497354,-0.424378
67,108,4.332619,2.853941,2.453521,-1.145585
98,87,3.643125,4.989181,1.852783,0.054073
1,87,2.352286,3.838191,-1.936684,2.837243
91,52,4.000098,3.50057,2.925647,-1.485584
65,122,3.137273,2.43881,1.850275,-1.201736
51,77,3.971668,2.16822,-1.203331,2.076153
123,23,2.644611,1.968434,0.863685,-0.613446
84,95,3.248579,2.997362,2.449982,-1.52533
100,49,3.84466,4.075266,2.537619,-0.924819
96,115,3.849758,1.912999,2.654285,-1.930579
66,110,4.102861,3.22017,2.288043,-0.922012
93,92,4.404771,1.924338,2.217817,-1.263371
92,18,3.478372,5.529561,3.638675,-1.574171
118,69,5.035858,1.568203,0.791599,0.27077
91,68,3.402755,2.836603,1.761844,-0.842435
110,26,3.117196,3.306737,2.119495,-1.122072
50,20,3.361603,4.658051,-1.694932,3.344712
60,124,2.011354,3.067328,1.617267,-1.170412
93,14,3.180416,5.195574,3.327511,-1.522321
84,90,2.941538,1.876712,1.752284,-1.415554
40,90,1.533803,3.596472,-0.992196,1.458604
119,87,3.065295,1.942432,1.79155,-1.377837
123,94,2.997717,2.078314,1.437448,-0.996122
36,80,2.031168,1.496607,-0.422558,0.227996
50,65,3.5228,2.820517,-0.397931,1.35794
4,103,2.436717,1.147068,0.585302,-0.757272
3,99,1.82069,0.586113,-0.353431,-0.30383
120,90,2.43118,2.382855,-0.170889,0.50636
102,62,1.859151,1.547386,1.674556,-1.915793
10,6,4.884251,3.741176,-2.021411,3.915816
51,69,3.571831,5.289114,-0.369314,2.367231
98,93,4.271066,3.114904,2.399572,-1.008295
89,10,2.667386,3.743601,1.614099,-0.62002
109,31,4.199226,3.378435,2.52014,-1.049913
121,28,4.422124,1.871928,1.903137,-0.964113
96,59,3.597919,2.358545,2.166672,-1.363184
94,63,3.090864,3.344828,2.076187,-1.073479
82,119,2.887011,3.139711,2.668498,-1.832371
105,28,3.203768,1.964839,2.439774,-1.959954
122,92,2.339833,2.872301,3.070631,-2.567058
118,72,3.352832,4.093808,2.076794,-0.657842
52,62,2.874963,4.851165,0.232752,1.299688
66,124,2.162197,2.736802,2.823576,-2.449185
111,44,3.87378,2.993464,2.210341,-1.032504
92,44,2.71931,2.680479,1.419316,-0.843604
14,21,3.884484,4.63758,-0.454685,2.311595
73,45,4.445646,1.277447,-1.209692,1.9096
18,13,4.255422,3.379661,-0.027987,1.51768
126,43,4.112487,2.053416,1.317588,-0.430389
94,87,1.948578,4.360082,2.552395,-1.596664
113,52,2.804322,3.87507,1.927584,-0.82336
60,26,3.397727,2.970161,-2.120493,3.08911
87,76,2.400989,3.644452,2.51504,-1.669915
87,57,2.997099,3.761367,2.641985,-1.505667
110,55,3.18104,2.932597,3.12864,-2.257767
21,89,3.422354,4.267761,-2.26651,3.78027
75,122,3.174607,3.336936,2.682932,-1.647104
35,94,1.835089,6.408141,-1.147478,2.898214
3,6,3.840517,3.154989,-0.474428,1.701655
90,50,2.09481,3.892656,1.66224,-0.841302
66,117,3.541113,2.572959,2.50918,-1.640078
60,124,3.250996,2.098355,1.849053,-1.294021
22,74,5.248799,4.392753,-1.808505,4.121851
110,23,3.542974,3.336399,2.64525,-1.461095
112,25,4.330584,3.467942,3.551339,-1.989062
82,2,3.182829,4.653168,3.534238,-1.951511
52,0,4.566737,4.843939,-1.904173,4.123071
55,22,1.545759,4.883287,-1.794906,2.79575
32,7,3.767189,3.351077,-1.75018,3.027038
77,127,2.201356,3.908576,2.864271,-1.990833
116,17,3.395867,3.171556,2.854765,-1.798267
100,45,3.468364,3.03157,2.208242,-1.179696
49,22,2.323273,3.656281,-2.249755,3.06226
47,17,4.672723,3.547294,-1.889059,3.616703
108,60,4.122943,2.688865,2.501961,-1.347435
109,57,2.740108,2.706356,1.562201,-0.966426
45,23,3.027631,2.327284,-1.949135,2.501024
45,46,3.255108,4.127896,-0.615786,2.004883
104,13,2.511143,2.011557,1.184293,-0.969912
35,99,1.748779,7.134817,-0.882229,2.896744
2,51,3.110172,3.099025,-1.90496,2.809789
56,17,3.397023,2.970124,-1.231295,2.199975
102,95,3.256821,3.099257,1.720795,-0.752064
51,125,3.406749,3.48364,2.575624,-1.384875
91,22,3.344517,5.100619,2.808091,-0.977047
101,27,2.53299,3.599424,3.286247,-2.405199
65,122,1.950494,3.575885,1.618682,-0.986933
64,43,3.067356,3.561754,0.089694,0.991314
86,13,2.793629,5.334014,3.039478,-1.336807
48,78,1.560225,2.725059,-2.592824,2.708871
61,58,2.18858,4.249415,-3.250617,4.250193
74,7,3.139676,2.81011,2.888408,-2.085677
94,20,2.685844,2.889003,2.169528,-1.520681
121,26,5.06784,2.734763,2.438288,-0.87883
120,16,4.131144,2.053194,2.773524,-1.877544
121,26,3.408964,2.889013,2.36921,-1.424278
94,65,3.594675,2.97621,1.388959,-0.333868
100,14,3.818748,4.197408,3.220626,-1.567029
75,8,3.033532,4.747504,2.630029,-1.07191
24,5,4.172726,3.618696,-0.535814,2.089869
14,4,4.766975,2.599261,-0.060543,1.438029
71,48,2.695006,1.268792,-0.435101,0.417865
52,28,5.206721,4.83275,-1.252893,3.729625
119,31,2.423158,3.099699,2.053057,-1.424427
90,67,3.302098,3.923043,2.213399,-0.885541
100,66,4.314195,2.00556,2.574626,-1.623582
108,25,2.310705,3.934784,2.203662,-1.276984
115,48,3.346369,3.226298,1.46399,-0.405609
21,96,5.41873,4.008503,-1.366693,3.59062
100,33,3.864857,2.471681,2.065223,-1.10646
97,48,4.523136,3.120005,2.463152,-0.967968
94,56,3.163801,3.548078,1.950983,-0.835288
72,10,1.629656,4.498467,1.72255,-0.840564
124,48,4.409791,3.929731,1.984631,-0.201783
116,76,4.417683,2.515595,2.039726,-0.836871
63,43,4.183946,1.918565,-0.560053,1.41803
94,99,3.161735,3.794586,1.904399,-0.687243
96,46,2.708345,2.444683,1.13023,-0.656522
38,98,3.022311,3.907328,-0.912806,2.115709
108,46,3.251714,2.78112,1.711949,-0.877137
113,69,5.502244,2.867991,2.160405,-0.369072
98,19,3.703715,3.836093,2.851164,-1.393473
97,10,3.745885,3.051067,2.095474,-0.945433
58,12,2.53627,3.409878,0.164235,0.635425
57,2,3.380908,3.756112,-0.799631,2.087084
89,46,3.465428,2.738355,1.45787,-0.553612
90,85,4.250127,4.021431,2.602332,-0.845399
124,28,3.745964,4.185132,1.13544,0.480335
75,118,2.050101,2.948973,1.390613,-0.976652
27,99,6.872169,3.53038,-1.116447,3.737558
51,90,1.470388,4.275389,-1.463606,2.183476
45,79,3.573952,1.721907,1.166729,-0.636423
47,3,3.550103,3.513809,-2.036032,3.291384
80,124,1.898648,4.750318,1.56948,-0.473679
125,42,2.977686,4.629169,3.559857,-2.071874
19,47,3.955192,3.187332,-0.621254,1.909044
89,72,4.266509,3.051009,-0.433323,1.79311
22,22,4.147089,1.427013,-1.221401,1.860754
121,104,1.996593,3.085667,-0.696701,1.141718
24,32,2.24282,3.350798,0.51602,0.140843
110,19,0.411301,3.186474,-0.411559,0.25108
59,20,1.451277,1.134643,-0.309204,-0.271537
84,11,2.238812,1.36466,2.280411,-2.442541
122,16,0.770635,2.995771,-0.771215,0.678359
6,46,3.33744,1.745721,0.843542,-0.400465
110,106,3.447309,1.582577,-0.056465,0.475581
76,21,1.038425,4.07232,0.709493,-0.246846
123,38,3.504953,1.491741,0.626732,-0.219995
19,2,2.826375,1.824771,1.515737,-1.248493
88,62,1.947093,3.026704,1.209926,-0.806696
100,19,0.70962,1.258103,0.080738,-0.913689
110,48,1.597087,2.458024,0.044225,-0.020215
31,66,3.347792,1.366271,0.970621,-0.6806
44,95,5.904184,-0.827438,0.415227,0.014224
41,3,1.309173,3.056553,0.484551,-0.329652
56,64,1.934363,3.271706,-1.354813,1.850952
89,86,0.939747,3.444832,-1.152015,1.312816
116,123,0.72135,2.7901,-0.076678,-0.119958
46,44,2.450499,1.093126,-0.030631,-0.159517
