"V3","V4","V102","V103","V104","V105"
57,8,1.986,1.16134,-0.930582,0.577532
33,41,2.075053,1.538248,0.440872,-0.60014
22,104,2.212744,1.134419,-0.229872,-0.041223
3,88,3.534183,0.861932,-0.139821,0.297872
107,67,2.980026,2.650451,-0.107162,0.775864
11,37,1.945577,2.809721,0.283764,0.02865
18,98,2.326591,3.045144,-0.057487,0.621104
104,93,2.860758,1.812931,1.235474,-0.959254
8,98,1.494626,2.304524,-0.586314,0.504871
23,52,1.47386,2.76617,0.384347,-0.283004
119,75,3.00466,1.549152,2.139335,-1.912826
57,116,1.440272,3.946727,0.256847,0.318706
52,4,5.035649,1.242047,0.77142,0.157099
16,60,2.674701,1.713189,-0.080151,0.238131
109,36,2.310268,1.942038,0.418324,-0.315664
127,77,2.738521,1.46454,1.352366,-1.269939
44,36,2.708242,-0.947166,-0.5284,-0.398392
90,66,3.73701,2.335405,-0.880196,1.727575
106,62,-0.59725,3.411197,-1.368392,0.887628
117,93,4.078052,2.082846,-0.317872,1.200426
113,86,1.226716,2.81296,-1.159944,1.177698
67,116,-0.669433,2.475047,0.218443,-1.113089
20,25,3.321708,-1.411781,-1.796838,0.927046
86,122,-0.731911,3.020726,-1.319974,0.623129
52,26,4.310082,0.975867,1.300026,-0.777838
121,55,-0.677834,1.555343,0.389419,-1.666113
121,32,3.302649,1.614317,-0.736097,1.107992
16,22,2.338842,3.360246,2.024459,-1.323498
6,57,1.812163,1.863932,0.511011,-0.642725
113,71,1.557653,2.361525,-0.115774,0.083338
29,4,1.749146,4.452516,0.008219,0.901106
92,6,-0.690705,3.946369,-1.60066,1.302173
7,98,2.804087,0.669752,1.30999,-1.52773
39,66,1.149649,1.109349,-0.643678,-0.072355
107,64,-0.638918,3.037605,1.052278,-1.701135
108,92,1.443124,3.127123,-1.273709,1.509816
92,63,1.453571,1.670685,1.004217,-1.363023
113,98,1.546775,1.515155,0.031408,-0.416423
18,12,1.561299,3.574104,-0.620034,1.088579
93,96,2.996712,1.423345,0.955952,-0.785924
49,83,3.531472,-0.14909,-0.8257,0.564243
115,62,0.499529,4.238857,1.253534,-0.9414
98,50,1.369194,2.633439,0.450407,-0.446156
116,101,0.638722,1.234529,-0.272787,-0.599856
88,44,-1.581532,1.771957,-1.037952,-0.520718
96,37,0.874767,3.299897,-0.243821,0.319384
23,91,1.633588,1.666785,-0.656936,0.369473
106,105,4.871321,1.404031,0.724423,0.203685
114,65,2.251824,2.635209,-1.786199,2.148469
127,42,3.650091,2.619998,1.279305,-0.347658
1,113,3.009958,2.681924,0.332637,0.361618
68,126,3.275356,1.740711,-0.979108,1.391911
112,37,0.804699,2.602998,-1.449666,1.207849
25,11,3.472555,2.279009,-0.150386,0.866994
2,93,1.680661,2.540227,0.475248,-0.381285
98,44,2.757261,1.235291,-0.613144,0.606523
109,51,4.610668,1.684109,-1.835809,2.769386
9,89,2.135584,2.725382,-0.650445,1.002803
125,39,3.595013,1.318366,0.35527,0.01538
50,73,1.05693,3.961944,0.245709,0.17853
118,46,2.965009,1.619951,0.416609,-0.17859
102,50,6.004727,1.209303,-2.575289,3.882439
19,20,2.669117,2.002564,1.369089,-1.092732
91,6,1.898507,2.043309,0.209758,-0.23305
42,8,2.812656,0.166994,1.470472,-1.893124
42,8,3.415141,2.074232,1.404408,-0.794359
110,19,3.393574,1.189139,-0.67348,0.908339
13,56,2.858552,2.059772,0.077009,0.299006
13,56,1.428212,2.901288,1.204883,-1.064815
31,85,1.23622,3.695005,0.223441,0.163761
60,127,2.820317,3.885578,1.25069,-0.136646
60,127,2.820317,3.885578,1.25069,-0.136646
60,121,1.866484,3.060138,0.056537,0.326503
115,53,2.46043,1.700095,1.732644,-1.66521
35,84,1.748955,2.260641,-1.322464,1.326624
120,37,2.402735,3.157482,2.107002,-1.462995
2,94,2.263865,1.154222,-0.050898,-0.191038
88,5,0.448539,4.026293,0.202399,-0.000213
26,25,1.80967,3.685189,0.329092,0.288023
45,71,1.631769,2.767826,0.543407,-0.37702
29,24,2.64919,2.151625,-0.233302,0.560928
42,12,3.637526,4.256962,0.789506,0.811634
28,25,1.860487,1.10338,-0.414816,-0.013112
29,94,1.580118,2.488143,-1.512088,1.539544
29,94,2.484873,2.858349,-0.839434,1.389776
29,94,4.631067,1.836736,0.034641,0.972966
102,62,4.880358,1.129835,1.72757,-0.906859
124,59,-0.900415,6.171356,0.448833,0.086422
124,59,2.226627,3.570944,-0.233605,0.97276
124,59,0.804694,3.37479,-0.066563,0.144999
27,14,2.236322,2.136479,-0.661529,0.813084
27,14,2.281121,1.863153,-0.636782,0.693809
118,49,4.519036,2.242595,1.498637,-0.367495
50,57,2.382124,1.883342,-2.174175,2.279402
18,59,2.218225,2.083141,0.183898,-0.059848
18,59,2.218225,2.083141,0.183898,-0.059848
18,59,3.155372,2.393037,0.15033,0.484058
11,27,2.537217,1.122164,0.971154,-1.112807
89,55,4.297719,2.648577,2.467316,-1.258682
89,55,0.956794,3.219214,1.377406,-1.299373
89,55,2.581035,3.341834,0.198749,0.592362
77,127,3.595818,1.492213,0.992706,-0.549494
77,127,1.65147,2.420195,-1.052647,1.082267
77,127,1.534807,2.759731,0.196109,-0.072361
77,127,0.746605,3.562018,1.364189,-1.23163
123,103,1.928293,3.20455,1.450417,-0.982041
123,103,5.167219,1.598387,1.513123,-0.383852
94,67,4.030668,1.234205,0.7,-0.185726
94,67,3.357505,3.059858,-0.067099,1.059116
94,67,3.341403,3.351343,-0.030958,1.136732
27,16,1.678861,2.882701,0.745045,-0.510789
52,13,1.764947,2.309439,-0.730152,0.760179
104,25,3.774428,2.589279,-0.962428,1.928176
104,25,0.976876,3.555161,-0.559376,0.781613
104,25,1.990066,3.042302,-0.250049,0.675527
32,43,1.818934,3.158723,0.403391,0.000675
30,82,1.208943,1.953936,-0.473252,0.131369
19,99,2.216991,1.137573,-0.225885,-0.04217
28,5,2.69651,3.238275,0.412158,0.383382
49,68,1.978574,1.459015,-1.493186,1.25962
16,99,3.834123,3.415757,1.342652,-0.007913
104,92,1.318078,3.307072,0.349104,-0.088634
6,93,1.916918,1.148514,-0.1828,-0.20174
114,87,0.20413,2.590795,-0.410646,-0.079875
16,51,1.703776,2.481938,0.275821,-0.198331
93,44,1.536326,1.662132,0.365607,-0.693938
124,44,3.460407,1.660017,2.145528,-1.68664
58,123,1.654188,2.699428,1.164066,-1.016359
123,35,0.950277,2.557096,-0.693872,0.494416
103,52,4.331106,2.308461,-0.70791,1.786325
58,113,3.90757,1.07252,0.795754,-0.398746
106,121,2.601444,1.386642,-0.709357,0.701367
108,67,1.454458,2.574865,0.405855,-0.391011
102,48,1.41973,1.80965,-0.142564,-0.173272
92,54,1.310015,3.24827,0.337807,-0.10394
103,94,1.193046,3.194543,-0.07746,0.240075
25,5,5.071313,1.392103,-0.649725,1.653944
121,48,4.577727,1.683108,1.143986,-0.220531
104,48,-0.002601,3.89577,-0.458226,0.421736
63,119,1.781443,2.901891,-0.153463,0.435984
13,56,4.325842,-0.096274,-0.363656,0.449064
75,121,1.322348,4.180254,-0.207627,0.829058
110,105,2.32665,1.960059,1.597211,-1.478257
44,17,1.127858,3.9274,2.40393,-1.962877
111,80,2.685347,1.94038,-0.462445,0.716201
89,64,1.054223,4.346591,1.41103,-0.827428
90,73,0.392861,1.44196,-0.88531,-0.003209
24,55,1.841748,2.373579,-0.207158,0.296161
46,19,1.515073,0.552449,-0.786221,-0.00992
93,7,0.590454,1.489349,-0.323451,-0.463416
14,108,3.732667,0.019811,0.599402,-0.706389
21,41,1.965938,1.97874,0.551086,-0.572877
100,15,1.129944,3.427446,-0.25518,0.48896
104,108,2.149399,2.226936,-0.64917,0.803138
109,20,3.546851,1.627588,-0.78839,1.266343
57,9,3.430704,2.159005,-0.277359,0.927617
107,35,2.897108,3.908379,1.054963,0.099636
108,27,2.463546,1.079455,-1.472335,1.279235
119,88,3.400671,1.87634,0.680169,-0.157677
43,78,2.642839,0.939254,-1.147864,0.971077
85,1,0.585408,4.16979,-0.49,0.806202
9,25,2.088365,2.838817,0.605985,-0.222696
113,77,0.756714,3.462152,1.971674,-1.875218
74,118,3.544354,1.921395,1.906924,-1.306173
103,115,2.643849,1.098565,0.338601,-0.446072
59,19,3.925435,-0.233496,0.972662,-1.105658
118,17,0.817019,1.8202,-1.567175,1.008274
33,58,3.975655,2.545116,-0.72093,1.752681
50,14,1.623153,2.359932,-1.706672,1.699904
98,112,0.820153,2.451138,0.130511,-0.427154
112,18,-0.281995,1.789617,0.501145,-1.519489
61,19,2.971519,0.340362,-2.028383,1.73849
48,19,2.103923,1.961029,1.02711,-0.999931
90,58,1.125296,1.462962,0.407933,-0.985159
106,58,0.003627,2.657041,0.328472,-0.8728
44,13,3.721084,1.779828,-0.182437,0.794312
113,35,2.060334,4.300045,-0.453813,1.426281
38,89,3.860772,0.75206,1.644047,-1.396902
35,25,2.368731,1.162249,-1.23616,1.039784
115,76,1.629782,4.265774,-0.449677,1.232354
117,39,0.938473,5.049567,0.733774,0.0909
86,25,3.107563,0.498767,0.071661,-0.238839
55,127,2.880295,1.754568,0.182877,0.075169
55,127,2.801929,1.702291,-0.30448,0.508745
61,122,2.902973,3.78261,1.210294,-0.10501
75,120,-0.112047,3.15433,0.166127,-0.554443
23,85,3.095944,2.35052,-1.198617,1.789507
28,86,2.1682,2.890295,-0.813251,1.248536
126,44,0.418877,4.216806,-1.221794,1.488959
127,60,3.83345,2.106253,0.091023,0.701368
105,111,1.794623,2.997483,0.473622,-0.145661
54,115,1.674409,2.603277,0.858049,-0.741697
54,115,1.674409,2.603277,0.858049,-0.741697
89,6,1.899946,3.680484,0.376714,0.276013
89,6,2.808811,1.202175,0.26216,-0.260269
31,28,0.030802,3.20481,-0.431035,0.123323
42,13,3.40458,3.80501,0.440861,0.878395
42,13,1.390924,1.649198,-0.647849,0.253343
25,24,1.032066,1.828634,-0.133052,-0.332131
33,93,1.527058,4.3815,-1.558578,2.343358
33,93,2.17113,3.270664,0.100029,0.493286
96,59,4.880358,1.129835,1.72757,-0.906859
48,54,2.664545,3.827449,-1.346774,2.370202
123,66,0.580448,3.882227,-0.696014,0.891131
123,66,-0.669937,6.150818,0.067289,0.553142
123,66,0.34997,3.902764,-0.314471,0.424411
123,66,-0.900415,6.171356,0.448833,0.086422
21,19,2.95836,4.374166,2.129555,-0.756273
108,106,1.278134,2.308697,-0.445148,0.276491
117,47,3.258223,2.186827,0.241909,0.349312
23,82,2.778953,1.887121,0.517689,-0.24456
23,82,4.139146,1.302054,0.99468,-0.407627
23,82,4.448684,1.633988,-0.582939,1.432414
23,82,4.139146,1.302054,0.99468,-0.407627
50,53,1.550063,1.380668,-1.789911,1.348084
124,92,1.488386,-0.059546,-0.876727,-0.183704
20,61,1.927685,3.065261,0.136108,0.274762
20,61,2.384093,3.215214,0.137027,0.521155
17,28,2.581096,4.109004,1.588937,-0.480305
96,58,1.705595,3.005982,0.496489,-0.200782
96,58,2.826435,2.671791,-0.851955,1.465424
96,58,1.938497,3.615974,0.360444,0.280979
78,126,1.696789,3.998684,2.929439,-2.226445
78,126,1.651023,3.984195,2.745845,-2.067631
78,126,-0.026823,4.651684,0.776205,-0.510196
78,126,1.484431,2.261747,0.715359,-0.817508
124,101,3.569385,0.00146,-0.328069,0.144806
124,101,2.275881,5.363096,1.550861,-0.048406
94,71,4.030668,1.234205,0.7,-0.185726
94,71,1.915632,1.076677,0.391859,-0.807598
33,18,2.351649,2.39536,0.536308,-0.229425
55,10,1.484773,0.388747,-0.902944,0.026299
102,25,2.856084,2.519756,1.560995,-0.994933
102,25,3.517053,3.336321,-0.215889,1.386249
102,25,3.913717,4.407184,-0.340467,2.11404
33,39,3.353858,1.619645,1.62695,-1.228715
32,79,0.258535,3.526036,0.6397,-0.72114
120,47,1.624224,1.921033,0.043316,-0.229429
19,100,2.210882,1.096276,-0.254023,-0.033608
19,100,1.072852,2.478079,-0.058403,-0.123837
66,126,1.347953,1.80328,-0.083258,-0.2653
31,5,2.69651,3.238275,0.412158,0.383382
0,95,3.36749,1.322192,0.651311,-0.370664
109,69,2.190704,2.585316,2.07558,-1.753001
109,69,1.960366,3.672772,0.760299,-0.085159
112,30,1.102942,1.09928,-1.350312,0.609608
35,75,-0.427848,4.15837,0.676195,-0.776422
47,69,1.858887,3.850252,1.093953,-0.38674
107,46,3.374909,2.467289,-0.162397,0.917446
122,51,0.830362,0.76873,0.496015,-1.48051
122,51,4.063391,2.438881,-0.145168,1.16909
12,38,1.835671,2.253759,0.398692,-0.3602
12,38,2.673578,1.056329,-0.744083,0.628907
60,114,3.232592,0.809389,0.943603,-0.93042
75,125,4.121328,-0.94578,-0.211904,-0.136338
18,99,3.488879,3.379654,-0.100218,1.277066
18,99,2.279717,3.028495,-0.232474,0.769972
99,89,2.778631,1.631039,0.678237,-0.511282
99,89,3.404152,1.135998,0.969896,-0.751267
1,93,1.950721,1.736343,-0.809226,0.679444
1,93,1.916918,1.148514,-0.1828,-0.20174
110,87,-0.656918,3.303174,0.28773,-0.836475
110,87,1.952774,2.781754,0.36986,-0.067199
110,87,1.221321,2.18545,-0.763823,0.520848
13,48,2.16308,0.924781,-0.259426,-0.118374
93,44,2.773543,3.395398,-1.603709,2.493214
93,44,2.363136,4.830948,-0.171879,1.488449
58,5,3.795349,0.352604,0.900979,-0.845777
124,44,4.37607,-0.270711,-0.683182,0.716483
124,44,2.021128,2.368182,0.859319,-0.697863
59,125,1.406735,3.63287,0.281234,0.150531
58,123,2.820756,3.756583,0.880474,0.180294
58,123,3.387014,3.318519,1.209579,-0.097895
58,123,2.955286,3.717441,1.184726,-0.084986
36,90,2.1682,2.890295,-0.813251,1.248536
36,90,4.216592,1.268236,0.702885,-0.097617
123,35,4.420406,1.647414,0.998527,-0.153572
123,35,0.709157,2.115362,0.485943,-0.96486
126,57,2.00729,2.433573,-0.073438,0.255275
103,52,4.347225,2.016663,-0.744089,1.708627
58,113,2.305386,3.216258,0.986322,-0.359482
58,113,2.260217,3.272528,1.008398,-0.376771
106,121,1.748415,2.645157,0.253122,-0.090048
106,121,1.462448,2.779756,0.201605,-0.099876
87,60,1.332085,3.639265,-0.199855,0.602363
126,103,3.395911,4.916095,2.152641,-0.377313
55,8,1.752558,1.904805,-0.656666,0.515488
1,91,3.58856,1.963915,0.164027,0.470664
6,93,1.549003,3.406507,-0.282466,0.677662
117,73,3.309263,3.010506,1.348888,-0.395678
106,36,2.877518,3.468861,0.095539,0.869153
68,120,2.376944,2.809433,-1.655945,2.141695
68,120,1.132409,-0.374331,1.571516,-2.903436
108,67,1.2011,4.141104,2.053737,-1.494708
108,67,1.172383,2.215549,-0.864023,0.613478
108,67,2.345778,2.5517,2.234111,-1.86177
102,48,3.948462,1.832959,-0.918306,1.644822
102,48,2.941652,2.441694,0.271028,0.295893
118,103,3.309623,3.11558,0.230329,0.764803
91,47,2.434392,2.252032,-0.06884,0.350637
127,42,1.998362,3.568682,1.332276,-0.685222
25,11,4.857263,0.082477,-1.237874,1.612723
9,89,2.482675,1.104995,0.017895,-0.190435
91,6,1.757866,3.433355,1.410911,-0.916916
60,127,2.820317,3.885578,1.25069,-0.136646
120,37,3.742587,2.996027,2.051924,-0.927286
88,5,0.230243,3.516692,-1.001238,0.902525
88,5,0.230243,3.516692,-1.001238,0.902525
27,14,2.236322,2.136479,-0.661529,0.813084
118,49,3.004694,1.167065,0.205448,-0.138501
89,55,2.064548,3.836292,0.948134,-0.16295
89,55,4.007364,1.927054,0.288513,0.502068
123,103,4.344973,3.7338,1.688797,-0.014054
114,87,3.408198,3.289072,0.675087,0.432413
25,5,5.687669,0.283877,0.483688,0.316165
25,5,3.506906,0.277007,-0.645147,0.550165
89,64,2.532541,3.987093,1.118119,-0.079334
89,64,2.532541,3.987093,1.118119,-0.079334
57,9,2.950677,1.596919,-0.922842,1.143859
113,77,1.601896,1.357578,0.347065,-0.774754
33,58,2.398167,1.950635,-1.056012,1.197042
44,13,2.398843,0.501263,-1.570101,1.112519
96,97,1.835753,2.072242,-1.928438,1.889319
108,11,1.571653,0.697102,0.078154,-0.790473
20,68,0.251402,5.201599,1.200177,-0.593081
73,81,4.666473,-1.059112,0.776889,-0.948599
10,53,-0.080542,2.403414,-2.171524,1.485513
3,7,2.841791,0.500172,-0.245022,-0.030117
53,5,5.168529,1.062225,0.309598,0.598057
30,65,3.281939,1.267231,1.109589,-0.886872
116,123,1.645352,0.734365,-0.749745,0.081896
20,127,3.486349,2.040903,-0.897829,1.520281
20,101,3.122169,0.18626,-0.317975,0.028414
98,75,3.594136,3.634605,0.204084,1.121516
123,62,3.349895,-0.215785,0.334317,-0.696839
67,39,1.87355,3.111706,-0.49163,0.897644
54,81,0.877022,0.793394,-0.767794,-0.189509
109,104,0.294359,3.055686,0.287354,-0.548752
46,121,3.648357,2.407024,-0.135564,0.976357
86,98,3.658835,0.19236,0.593546,-0.660409
49,37,1.706029,3.257515,-1.009168,1.406335
65,111,3.26871,2.774339,1.734334,-0.894746
20,93,2.195728,2.44956,0.570967,-0.304287
67,112,-0.36862,2.533788,-0.69163,-0.056669
71,103,0.637435,1.731966,-0.333607,-0.33334
123,86,1.328269,2.285394,-0.399385,0.241339
6,80,0.452196,3.063432,-0.793762,0.598252
89,74,-0.416422,3.887706,0.919718,-1.12714
10,56,1.909095,1.403624,0.539928,-0.822426
117,77,1.155776,2.272703,-0.835164,0.602605
95,50,0.364232,1.037046,0.759151,-1.82305
4,31,1.653332,3.326658,1.072122,-0.666056
1,84,1.966424,1.601328,0.506509,-0.683766
89,67,5.664411,1.201657,-0.659427,1.826599
45,55,3.674102,1.689923,-0.297256,0.85335
103,9,1.654944,2.398369,0.68831,-0.664082
125,7,5.14136,-0.133272,1.300184,-0.895592
63,8,3.29449,1.27898,-0.742159,0.972367
112,43,2.727525,1.432564,-1.23663,1.297544
13,75,2.876088,1.458208,-0.29816,0.432408
119,19,2.092362,2.436535,0.060037,0.158632
71,101,1.77725,3.610413,0.286268,0.287079
97,34,2.766382,0.002643,-1.058633,0.545927
59,106,0.345395,3.020124,-0.097658,-0.158424
119,12,3.719753,1.435886,-0.379783,0.849467
116,68,0.620652,3.147132,-0.993302,0.901075
82,109,0.305037,1.533818,0.406218,-1.290075
37,10,1.913828,2.268589,0.800539,-0.72445
31,104,1.646321,3.050628,-2.074122,2.360758
67,58,-0.311774,1.564693,-1.8516,0.725797
117,10,0.781444,0.432118,-1.744808,0.598598
98,88,2.146901,-0.993415,0.59731,-1.770388
114,109,4.916788,-0.651964,-1.859301,1.953488
93,72,1.980833,1.185311,-0.390984,0.046182
82,50,1.351653,1.721757,0.904014,-1.283496
90,87,4.485907,1.764808,0.728357,0.191385
38,37,2.4183,1.909512,-0.412657,0.545581
89,88,2.531455,3.437899,-0.056861,0.866868
38,77,0.311305,1.406302,-1.864608,0.92756
24,98,1.847453,0.283607,-1.082175,0.309349
0,15,0.54381,3.000608,0.223595,-0.40557
103,75,2.68503,3.166652,0.374558,0.387371
58,96,4.055122,1.800123,-0.230486,0.987102
44,0,3.478892,0.767736,-0.717057,0.812356
89,42,1.80638,2.575012,-0.413717,0.571601
35,30,-1.407361,1.320127,0.205022,-1.877471
125,14,4.361447,2.718461,0.081125,1.179705
99,49,1.450872,1.60826,-0.004896,-0.380503
116,118,2.626213,2.476788,-0.539982,0.991928
95,1,1.684712,0.530795,-2.343319,1.605957
47,18,4.595046,1.744402,-0.529954,1.484153
119,87,3.229065,2.856461,-0.036943,0.891901
3,75,0.474111,2.608285,1.025399,-1.395618
80,54,1.542308,0.385566,-0.806432,-0.046866
103,33,3.319534,2.584754,1.635483,-0.853609
47,57,3.419902,1.762394,1.137015,-0.652791
107,33,-0.380575,4.999136,-0.139816,0.403933
111,17,1.945792,3.825612,0.033329,0.698098
47,96,0.779014,4.553284,3.317963,-2.758874
71,40,3.380449,2.75165,0.776793,0.096868
48,75,0.672885,2.333834,2.782843,-3.183799
24,66,3.26054,2.968364,-0.193044,1.106577
5,6,2.494392,2.20776,-0.906612,1.193086
44,98,0.369259,3.191585,-0.126679,-0.048636
111,17,2.843293,0.918853,0.888403,-0.988812
120,104,0.98118,1.71122,1.057154,-1.591532
64,83,0.37154,0.628399,0.524326,-1.754164
99,36,0.166785,1.633924,-0.677509,-0.223122
63,127,5.164592,1.145275,0.333758,0.606392
50,26,2.241522,0.851691,0.435884,-0.809861
39,62,3.849647,0.783672,0.956092,-0.701114
41,68,0.10725,1.979811,-1.391969,0.608555
7,78,3.274121,0.205013,-1.803609,1.582248
89,127,2.75374,2.253841,-0.989466,1.401421
72,29,0.092236,4.679305,-1.551122,1.875131
29,99,3.699553,2.219483,0.435916,0.350481
